name	Sample	OTU	type	effect	mean_Accuracy	sd_Accuracy	mean_Precision	sd_Precision	mean_TPR	sd_TPR	mean_F1_score	sd_F1_score	mean_FPR	sd_FPR	mean_Specificity	sd_Specificity	mean_FDR	sd_FDR
fastANCOM	100	100	mix	5	0.983434066	0.002357492	0.108003968	0.127644997	0.0685	0.07802686	0.082432277	0.093780205	0.0064	0.001990236	0.9936	0.001990236	0.886996032	0.142154065
LEfSe	100	100	mix	5	0.979741758	0.005311523	0.102699375	0.102479017	0.1155	0.1224119	0.10223638	0.099451047	0.010655556	0.00578605	0.989344444	0.00578605	0.897300625	0.102479017
limma_voom	100	100	mix	5	0.981285714	0.002914528	0.102111851	0.099967085	0.0885	0.081553694	0.093345824	0.087526343	0.008794444	0.00268211	0.991205556	0.00268211	0.897888149	0.099967085
LinDA	100	100	mix	5	0.980532967	0.003437065	0.099291374	0.097401746	0.094	0.090025122	0.094586278	0.089225083	0.009616667	0.003286659	0.990383333	0.003286659	0.900708626	0.097401746
MaAsLin2	100	100	mix	5	0.979978022	0.004416484	0.09970238	0.096738762	0.1085	0.112878064	0.099315286	0.093707326	0.010338889	0.004792613	0.989661111	0.004792613	0.90029762	0.096738762
Wilcox	100	100	mix	5	0.98082967	0.005056478	0.102796713	0.112048797	0.0965	0.10192987	0.093828913	0.095428849	0.009344444	0.00538048	0.990655556	0.00538048	0.897203287	0.112048797
ZicoSeq	100	100	mix	5	0.989010989	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	100	1000	mix	1	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
Corncob	100	1000	mix	1	0.89999	9.97E-05	0	0	0	0	0	0	1.11E-05	0.000110832	0.999988889	0.000110832	0.01	0.099748427
DACOMP	100	1000	mix	1	0.899975	0.000353553	0.000714286	0.010101525	5.00E-05	0.000707107	9.35E-05	0.001321695	3.33E-05	0.000471405	0.999966667	0.000471405	0.004285714	0.060609153
DESeq2	100	1000	mix	1	0.889505	0.004898977	0.008265748	0.042543465	0.00075	0.002997067	0.001352439	0.005443191	0.011744444	0.005419907	0.988255556	0.005419907	0.991734252	0.042543465
fastANCOM	100	1000	mix	1	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
LEfSe	100	1000	mix	1	0.899979381	0.000175102	0	0	0	0	0	0	2.29E-05	0.000194558	0.99997709	0.000194558	0.015463918	0.123708002
limma_voom	100	1000	mix	1	0.86917	0.076041321	0.071301463	0.161903038	0.0368	0.093253639	0.025984092	0.045415579	0.038344444	0.094639303	0.961655556	0.094639303	0.503698537	0.459243738
LinDA	100	1000	mix	1	0.899975	0.00023377	0	0	0	0	0	0	2.78E-05	0.000259744	0.999972222	0.000259744	0.015	0.121857483
MaAsLin2	100	1000	mix	1	0.89998	0.000223269	0	0	0	0	0	0	2.22E-05	0.000248077	0.999977778	0.000248077	0.01	0.099748427
Wilcox	100	1000	mix	1	0.899975	0.00023377	0	0	0	0	0	0	2.78E-05	0.000259744	0.999972222	0.000259744	0.015	0.121857483
ZicoSeq	100	1000	mix	1	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	100	1000	mix	10	0.887715	0.007064937	0.099415496	0.089372096	0.0161	0.015426597	0.026764105	0.024249218	0.015438889	0.008687985	0.984561111	0.008687985	0.900584504	0.089372096
Corncob	100	1000	mix	10	0.88378	0.008647282	0.10024139	0.071123331	0.0217	0.019724484	0.034226392	0.028001372	0.020433333	0.010918367	0.979566667	0.010918367	0.89975861	0.071123331
DACOMP	100	1000	mix	10	0.878455	0.006949059	0.102216987	0.061248511	0.02835	0.019041808	0.043774626	0.028145895	0.027088889	0.00813113	0.972911111	0.00813113	0.897783013	0.061248511
DESeq2	100	1000	mix	10	0.859685	0.010862122	0.073148996	0.039883769	0.03505	0.021052638	0.046743457	0.026309242	0.048688889	0.0127578	0.951311111	0.0127578	0.926851004	0.039883769
fastANCOM	100	1000	mix	10	0.855125	0.063094086	0.093631782	0.059551849	0.054	0.079584347	0.053247785	0.042949198	0.055861111	0.078529346	0.944138889	0.078529346	0.906368218	0.059551849
LEfSe	100	1000	mix	10	0.875695	0.011811415	0.100366693	0.06291096	0.03155	0.023873568	0.046006216	0.030734316	0.030511111	0.014775798	0.969488889	0.014775798	0.899633307	0.06291096
limma_voom	100	1000	mix	10	0.600405	0.196969377	0.102494714	0.028119295	0.3738	0.243237295	0.141001255	0.043313608	0.374416667	0.245308645	0.625583333	0.245308645	0.897505286	0.028119295
LinDA	100	1000	mix	10	0.874515	0.012800352	0.098792378	0.059172274	0.0326	0.025007336	0.047059243	0.031325696	0.031938889	0.015922137	0.968061111	0.015922137	0.901207622	0.059172274
MaAsLin2	100	1000	mix	10	0.875675	0.011233447	0.100074282	0.059516436	0.03185	0.024228342	0.046604724	0.031283684	0.030566667	0.014056329	0.969433333	0.014056329	0.899925718	0.059516436
Wilcox	100	1000	mix	10	0.878985	0.010910544	0.099716526	0.068975126	0.02725	0.022660649	0.041009568	0.030262063	0.026377778	0.013592877	0.973622222	0.013592877	0.900283474	0.068975126
ZicoSeq	100	1000	mix	10	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	100	1000	mix	2	0.89847	0.001466236	0.047708333	0.165690056	0.00115	0.003639192	0.002222637	0.006968861	0.001827778	0.001632908	0.998172222	0.001632908	0.712291667	0.433306707
Corncob	100	1000	mix	2	0.898615	0.001462006	0.053690476	0.190367693	0.0011	0.003442273	0.002129384	0.006626627	0.001661111	0.001637082	0.998338889	0.001637082	0.681309524	0.450992994
DACOMP	100	1000	mix	2	0.89898	0.002435004	0.015198649	0.054957325	0.0012	0.004433767	0.002213044	0.008152468	0.001266667	0.002957691	0.998733333	0.002957691	0.154801351	0.345648396
DESeq2	100	1000	mix	2	0.883415	0.005682803	0.034027565	0.045119726	0.00645	0.008848104	0.010706501	0.014486765	0.019144444	0.006454573	0.980855556	0.006454573	0.965972435	0.045119726
fastANCOM	100	1000	mix	2	0.898335	0.001553979	0.030857143	0.101765105	0.00115	0.003905607	0.002202907	0.007436555	0.001977778	0.001772326	0.998022222	0.001772326	0.724142857	0.425516955
LEfSe	100	1000	mix	2	0.89757	0.002220304	0.06602381	0.177209645	0.002	0.004807866	0.003828644	0.009098263	0.002922222	0.002466501	0.997077778	0.002466501	0.81397619	0.348724204
limma_voom	100	1000	mix	2	0.855825	0.082513738	0.071490623	0.086159204	0.053	0.104583404	0.039528482	0.050967775	0.054972222	0.103076441	0.945027778	0.103076441	0.888509377	0.200669837
LinDA	100	1000	mix	2	0.89837	0.001654323	0.037255952	0.122356783	0.00125	0.003742665	0.002398969	0.00716258	0.00195	0.001895258	0.99805	0.001895258	0.717744048	0.427233604
MaAsLin2	100	1000	mix	2	0.898316583	0.001558708	0.045985882	0.15461815	0.001407035	0.004384333	0.002694449	0.008310805	0.002026801	0.001781219	0.997973199	0.001781219	0.763059344	0.401904133
Wilcox	100	1000	mix	2	0.898195	0.001874713	0.047186508	0.154992237	0.00135	0.003969418	0.002591132	0.007553791	0.002155556	0.002118284	0.997844444	0.002118284	0.732813492	0.419068621
ZicoSeq	100	1000	mix	2	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	100	1000	mix	5	0.892835	0.003348708	0.084622294	0.098572621	0.00775	0.00942772	0.014020142	0.016745962	0.008822222	0.003804647	0.991177778	0.003804647	0.915377706	0.098572621
Corncob	100	1000	mix	5	0.89189	0.004110032	0.089386713	0.093889443	0.00965	0.010999201	0.017100081	0.018922579	0.010083333	0.004893477	0.989916667	0.004893477	0.905613287	0.113652403
DACOMP	100	1000	mix	5	0.88705	0.004934496	0.098025324	0.068792085	0.01625	0.012172855	0.027526254	0.020134431	0.016194444	0.005755139	0.983805556	0.005755139	0.886974676	0.128942079
DESeq2	100	1000	mix	5	0.869405	0.007369704	0.068633785	0.040558484	0.0241	0.014430217	0.035360447	0.020757347	0.036672222	0.008197949	0.963327778	0.008197949	0.931366215	0.040558484
fastANCOM	100	1000	mix	5	0.88632	0.018772577	0.09928594	0.074624325	0.01655	0.020289302	0.026393452	0.021459796	0.017038889	0.022680172	0.982961111	0.022680172	0.90071406	0.074624325
LEfSe	100	1000	mix	5	0.888715	0.005166939	0.092862485	0.079864354	0.01355	0.01259726	0.023177355	0.020752178	0.014044444	0.006205969	0.985955556	0.006205969	0.907137515	0.079864354
limma_voom	100	1000	mix	5	0.785995	0.132333426	0.098628485	0.040829917	0.14035	0.162898919	0.086961134	0.052891407	0.142266667	0.164766154	0.857733333	0.164766154	0.901371515	0.040829917
LinDA	100	1000	mix	5	0.887335	0.004907463	0.097872448	0.072459584	0.01585	0.012888291	0.02689294	0.021125237	0.015833333	0.005749005	0.984166667	0.005749005	0.902127552	0.072459584
MaAsLin2	100	1000	mix	5	0.887306533	0.005017294	0.096947609	0.07484767	0.015628141	0.01312267	0.026515118	0.021512605	0.015840313	0.005842174	0.984159687	0.005842174	0.903052391	0.07484767
Wilcox	100	1000	mix	5	0.890145	0.003982875	0.09123689	0.082339381	0.01175	0.01131715	0.020549463	0.019383677	0.012255556	0.004667637	0.987744444	0.004667637	0.90876311	0.082339381
ZicoSeq	100	1000	mix	5	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	100	200	mix	1	0.978244565	0.000171517	0	0	0	0	0	0	1.67E-05	0.000175329	0.999983333	0.000175329	0.01	0.099748427
Corncob	100	200	mix	1	0.978222826	0.000333691	0	0	0	0	0	0	3.89E-05	0.000341106	0.999961111	0.000341106	0.02	0.140351318
DACOMP	100	200	mix	1	0.97826087	0	0	0	0	0	0	0	0	0	1	0	0	0
DESeq2	100	200	mix	1	0.977184783	0.001695116	0.053904762	0.189798093	0.00625	0.019373024	0.010494928	0.03178248	0.001238889	0.001827533	0.998761111	0.001827533	0.446095238	0.482808407
fastANCOM	100	200	mix	1	0.978233696	0.000229546	0	0	0	0	0	0	2.78E-05	0.000234647	0.999972222	0.000234647	0.015	0.121857483
LEfSe	100	200	mix	1	0.978238458	0.000190328	0	0	0	0	0	0	2.29E-05	0.000194558	0.99997709	0.000194558	0.015463918	0.123708002
limma_voom	100	200	mix	1	0.977407609	0.004288537	0.009581585	0.06036186	0.00325	0.020098689	0.003549468	0.019373365	0.000944444	0.004766071	0.999055556	0.004766071	0.185418415	0.381973169
LinDA	100	200	mix	1	0.978168478	0.000563879	0.001363636	0.01928473	0.00075	0.010606602	0.000967742	0.013685938	0.000111111	0.000755483	0.999888889	0.000755483	0.038636364	0.190613554
MaAsLin2	100	200	mix	1	0.978228097	0.000265566	0	0	0	0	0	0	3.35E-05	0.000271467	0.999966499	0.000271467	0.020100503	0.140698079
Wilcox	100	200	mix	1	0.97823913	0.000187476	0	0	0	0	0	0	2.22E-05	0.000191642	0.999977778	0.000191642	0.015	0.121857483
ZicoSeq	100	200	mix	1	0.97826087	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	100	200	mix	10	0.968782609	0.005543655	0.110936048	0.103235573	0.06475	0.066837668	0.076392348	0.070851485	0.011127778	0.0061944	0.988872222	0.0061944	0.889063952	0.103235573
Corncob	100	200	mix	10	0.964690217	0.007429838	0.09858004	0.08455734	0.08	0.074348088	0.083268128	0.070375727	0.01565	0.008212527	0.98435	0.008212527	0.90141996	0.08455734
DACOMP	100	200	mix	10	0.966722826	0.003151953	0.098884108	0.082392771	0.0665	0.058264257	0.078710677	0.066785678	0.013272222	0.002791863	0.986727778	0.002791863	0.901115892	0.082392771
DESeq2	100	200	mix	10	0.955804348	0.007248194	0.097897576	0.054828583	0.1255	0.07909507	0.107722073	0.060783582	0.025744444	0.007722231	0.974255556	0.007722231	0.902102424	0.054828583
fastANCOM	100	200	mix	10	0.965630435	0.00546209	0.097065592	0.081262995	0.0705	0.061019397	0.078877908	0.063830236	0.014477778	0.005844427	0.985522222	0.005844427	0.902934408	0.081262995
LEfSe	100	200	mix	10	0.959869565	0.009684932	0.103769112	0.073687321	0.11225	0.08875146	0.101867184	0.070774981	0.021294444	0.010769038	0.978705556	0.010769038	0.896230888	0.073687321
limma_voom	100	200	mix	10	0.952423913	0.013045622	0.094718657	0.056119643	0.13675	0.092491681	0.10674616	0.060415931	0.02945	0.014420156	0.97055	0.014420156	0.905281343	0.056119643
LinDA	100	200	mix	10	0.959222826	0.007344647	0.097574559	0.063287902	0.10775	0.080216024	0.099264865	0.065278185	0.021855556	0.0080248	0.978144444	0.0080248	0.902425441	0.063287902
MaAsLin2	100	200	mix	10	0.95826087	0.009307714	0.098966816	0.063852261	0.11475	0.08577133	0.101576859	0.065240231	0.022994444	0.010370156	0.977005556	0.010370156	0.901033184	0.063852261
Wilcox	100	200	mix	10	0.961516304	0.009205153	0.102214069	0.079860545	0.101	0.087103012	0.095461616	0.072809951	0.019361111	0.0102336	0.980638889	0.0102336	0.897785931	0.079860545
ZicoSeq	100	200	mix	10	0.97826087	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	100	200	mix	2	0.976782609	0.001316851	0.0545	0.167865953	0.0065	0.018287212	0.011352419	0.031678322	0.001655556	0.001322635	0.998344444	0.001322635	0.7405	0.411722797
Corncob	100	200	mix	2	0.976929348	0.001405809	0.044678571	0.158544256	0.0055	0.017926427	0.009503231	0.030676383	0.001483333	0.00144497	0.998516667	0.00144497	0.685321429	0.446070697
DACOMP	100	200	mix	2	0.976440217	0.00415788	0.0241155	0.077560954	0.00775	0.025606954	0.010621559	0.033230319	0.002033333	0.004557618	0.997966667	0.004557618	0.3008845	0.440197189
DESeq2	100	200	mix	2	0.971875	0.003667783	0.095849348	0.1151081	0.038	0.046006336	0.051850227	0.059857877	0.007372222	0.003963631	0.992627778	0.003963631	0.904150652	0.1151081
fastANCOM	100	200	mix	2	0.97725	0.001254368	0.045047619	0.176456142	0.0045	0.015195543	0.007894297	0.026841146	0.001133333	0.001308346	0.998866667	0.001308346	0.569952381	0.483984114
LEfSe	100	200	mix	2	0.976173913	0.0019104	0.049880952	0.139556061	0.00875	0.023208418	0.014392334	0.037545355	0.002327778	0.001994463	0.997672222	0.001994463	0.815119048	0.351144085
limma_voom	100	200	mix	2	0.975048913	0.004176914	0.074390089	0.175506624	0.017	0.038318947	0.024097861	0.04822747	0.003661111	0.004699279	0.996338889	0.004699279	0.785609911	0.361764711
LinDA	100	200	mix	2	0.97626087	0.001805196	0.076123016	0.193580538	0.0115	0.026386193	0.018934778	0.041792515	0.0023	0.001914838	0.9977	0.001914838	0.773876984	0.377706851
MaAsLin2	100	200	mix	2	0.976548913	0.001710622	0.06164881	0.172302247	0.0085	0.021912342	0.014449534	0.036669345	0.001938889	0.001757695	0.998061111	0.001757695	0.73835119	0.407073266
Wilcox	100	200	mix	2	0.976516304	0.001574952	0.054583333	0.166827289	0.00775	0.021905175	0.012934699	0.03559893	0.001955556	0.001656829	0.998044444	0.001656829	0.760416667	0.398831653
ZicoSeq	100	200	mix	2	0.97826087	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	100	200	mix	5	0.9725	0.003215953	0.092656914	0.126064875	0.03275	0.040597763	0.046732751	0.056940288	0.006616667	0.003362606	0.993383333	0.003362606	0.907343086	0.126064875
Corncob	100	200	mix	5	0.971483696	0.004461026	0.093169022	0.138688149	0.0385	0.048781638	0.050387856	0.060615828	0.007783333	0.004958413	0.992216667	0.004958413	0.906830978	0.138688149
DACOMP	100	200	mix	5	0.970222826	0.003286979	0.09816237	0.108694466	0.0475	0.050562166	0.06287124	0.06677063	0.009272222	0.003208335	0.990727778	0.003208335	0.89183763	0.140680925
DESeq2	100	200	mix	5	0.96163587	0.005876013	0.097060182	0.067645487	0.09275	0.07131174	0.092637564	0.065252583	0.019055556	0.006159521	0.980944444	0.006159521	0.902939818	0.067645487
fastANCOM	100	200	mix	5	0.971217391	0.003519123	0.09309915	0.111916506	0.04	0.045940753	0.054032982	0.060454944	0.008088889	0.003764518	0.991911111	0.003764518	0.90690085	0.111916506
LEfSe	100	200	mix	5	0.968548913	0.00599928	0.092056978	0.096022245	0.05575	0.058278809	0.065445003	0.063934118	0.011166667	0.006700778	0.988833333	0.006700778	0.907943022	0.096022245
limma_voom	100	200	mix	5	0.963086957	0.008801411	0.091402512	0.074670833	0.07975	0.070193111	0.080642203	0.064629829	0.017283333	0.0096471	0.982716667	0.0096471	0.908597488	0.074670833
LinDA	100	200	mix	5	0.966978261	0.005104749	0.098389381	0.085528429	0.063	0.055192673	0.074335893	0.062118174	0.012933333	0.00533631	0.987066667	0.00533631	0.901610619	0.085528429
MaAsLin2	100	200	mix	5	0.96763587	0.005564262	0.096541857	0.089911002	0.0605	0.057281374	0.071054791	0.063627088	0.012205556	0.006070984	0.987794444	0.006070984	0.903458143	0.089911002
Wilcox	100	200	mix	5	0.969570652	0.005383191	0.094761118	0.101894182	0.0515	0.056468517	0.063013461	0.065003771	0.010027778	0.005988634	0.989972222	0.005988634	0.905238882	0.101894182
ZicoSeq	100	200	mix	5	0.97826087	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	100	2000	mix	1	0.818181818	0	0	0	0	0	0	0	0	0	1	0	0	0
Corncob	100	2000	mix	1	0.818136364	0.000581781	0	0	0	0	0	0	5.56E-05	0.000711066	0.999944444	0.000711066	0.01	0.099748427
DACOMP	100	2000	mix	1	0.818181818	0	0	0	0	0	0	0	0	0	1	0	0	0
DESeq2	100	2000	mix	1	0.726304545	0.02233477	0.000691378	0.003394753	0.000325	0.001424613	0.000436585	0.0019697	0.112366667	0.027287422	0.887633333	0.027287422	0.999308622	0.003394753
fastANCOM	100	2000	mix	1	0.818181818	0	0	0	0	0	0	0	0	0	1	0	0	0
LEfSe	100	2000	mix	1	0.818172682	9.09E-05	0	0	0	0	0	0	1.12E-05	0.000111108	0.999988833	0.000111108	0.010050251	0.099997462
limma_voom	100	2000	mix	1	0.762354545	0.163679888	0.038940819	0.081456328	0.036875	0.106814823	0.020541565	0.045545137	0.076427778	0.223640973	0.923572222	0.223640973	0.441059181	0.465604385
LinDA	100	2000	mix	1	0.818177273	6.43E-05	0	0	0	0	0	0	5.56E-06	7.86E-05	0.999994444	7.86E-05	0.005	0.070710678
MaAsLin2	100	2000	mix	1	0.818172589	9.14E-05	0	0	0	0	0	0	1.13E-05	0.000111668	0.99998872	0.000111668	0.010152284	0.100501179
Wilcox	100	2000	mix	1	0.818177273	6.43E-05	0	0	0	0	0	0	5.56E-06	7.86E-05	0.999994444	7.86E-05	0.005	0.070710678
ZicoSeq	100	2000	mix	1	0.818181818	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	100	2000	mix	10	0.803477273	0.007644907	0.100309337	0.077609431	0.01005	0.008175063	0.017906084	0.013975785	0.020205556	0.010094213	0.979794444	0.010094213	0.899690663	0.077609431
Corncob	100	2000	mix	10	0.796436364	0.011128209	0.101297493	0.060027801	0.014975	0.010388164	0.025436785	0.016370255	0.029905556	0.014809742	0.970094444	0.014809742	0.898702507	0.060027801
DACOMP	100	2000	mix	10	0.791727273	0.008670977	0.105653961	0.052178073	0.0192	0.010265814	0.032121767	0.016502911	0.0366	0.011120398	0.9634	0.011120398	0.894346039	0.052178073
DESeq2	100	2000	mix	10	0.682309091	0.024890614	0.027434656	0.014805347	0.02135	0.011709529	0.023835128	0.012745275	0.170811111	0.030503501	0.829188889	0.030503501	0.972565344	0.014805347
fastANCOM	100	2000	mix	10	0.690259091	0.193899899	0.103477067	0.05334743	0.0865	0.129761087	0.059453312	0.050997453	0.175572222	0.26553079	0.824427778	0.26553079	0.896522933	0.05334743
LEfSe	100	2000	mix	10	0.788145455	0.013662025	0.100932275	0.051468575	0.020725	0.012773613	0.033534987	0.0189511	0.041316667	0.018188335	0.958683333	0.018188335	0.899067725	0.051468575
limma_voom	100	2000	mix	10	0.066968182	0.395053306	0.099866798	0.014766279	0.51045	0.269939129	0.149562642	0.042585609	1.031583333	0.54242069	-0.031583333	0.54242069	0.900133202	0.014766279
LinDA	100	2000	mix	10	0.788404545	0.012912731	0.102032505	0.053608527	0.020925	0.013071868	0.033919455	0.019471379	0.041044444	0.017241939	0.958955556	0.017241939	0.897967495	0.053608527
MaAsLin2	100	2000	mix	10	0.787986364	0.013461457	0.103078102	0.055231337	0.02115	0.013145016	0.034279824	0.019535504	0.041605556	0.017769295	0.958394444	0.017769295	0.896921898	0.055231337
Wilcox	100	2000	mix	10	0.793181818	0.011465193	0.100905013	0.058586335	0.017225	0.011503741	0.028752987	0.017914295	0.034383333	0.015226315	0.965616667	0.015226315	0.899094987	0.058586335
ZicoSeq	100	2000	mix	10	0.818181818	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	100	2000	mix	2	0.816413636	0.001653576	0.062315476	0.170938344	0.00085	0.002011899	0.001669705	0.003950302	0.00235	0.002014827	0.99765	0.002014827	0.762684524	0.390384943
