name	Sample	OTU	type	effect	mean_Accuracy	sd_Accuracy	mean_Precision	sd_Precision	mean_TPR	sd_TPR	mean_F1_score	sd_F1_score	mean_FPR	sd_FPR	mean_Specificity	sd_Specificity	mean_FDR	sd_FDR
Corncob	20	100	mix	2	0.988791209	0.00065175	0.02	0.131095117	0.0025	0.015651673	0.004393939	0.027534151	0.00025	0.000644114	0.99975	0.000644114	0.16	0.364091766
DACOMP	20	100	mix	2	0.988961538	0.00041656	0	0	0	0	0	0	5.00E-05	0.000421188	0.99995	0.000421188	0.015	0.121857483
DESeq2	20	100	mix	2	0.986736264	0.002338295	0.05249026	0.125400862	0.0215	0.050997586	0.028535182	0.06515504	0.002538889	0.002509063	0.997461111	0.002509063	0.72250974	0.408946597
fastANCOM	20	100	mix	2	0.989005495	0.000134813	0.005	0.070710678	5.00E-04	0.007071068	0.000909091	0.012856487	1.11E-05	0.000110832	0.999988889	0.000110832	0.01	0.099748427
LEfSe	20	100	mix	2	0.988971942	0.000357563	0.00676819	0.074985946	0.001015228	0.010050118	0.00170388	0.016926395	5.08E-05	0.000377204	0.999949239	0.000377204	0.023688663	0.148700105
limma_voom	20	100	mix	2	0.988862637	0.000500952	0.015	0.111070624	0.002	0.014035132	0.003484848	0.024478729	0.000172222	0.000499364	0.999827778	0.000499364	0.12	0.32189764
LinDA	20	100	mix	2	0.988846154	0.000630453	0.02975	0.161268332	0.004	0.019645092	0.00675974	0.033408854	0.000211111	0.000662653	0.999788889	0.000662653	0.12025	0.321432781
MaAsLin2	20	100	mix	2	0.988961538	0.000370287	0.03	0.171015295	0.003	0.01710153	0.005454545	0.03109369	8.33E-05	0.000313825	0.999916667	0.000313825	0.07	0.255787286
Wilcox	20	100	mix	2	0.988989011	0.000154232	0	0	0	0	0	0	2.22E-05	0.000155946	0.999977778	0.000155946	0.02	0.140351318
ZicoSeq	20	100	mix	2	0.989010989	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	20	100	mix	5	0.987989011	0.001356025	0.072714286	0.227544134	0.0135	0.038407364	0.021458698	0.060313811	0.001183333	0.001364595	0.998816667	0.001364595	0.547285714	0.482721133
Corncob	20	100	mix	5	0.987527473	0.001973015	0.078166667	0.223189728	0.0195	0.04560867	0.028053958	0.064801178	0.001716667	0.002115815	0.998283333	0.002115815	0.611833333	0.464845847
DACOMP	20	100	mix	5	0.987934066	0.001699413	0.042852564	0.138730991	0.012	0.036916312	0.01809484	0.055321984	0.001222222	0.001782239	0.998777778	0.001782239	0.372147436	0.461358663
DESeq2	20	100	mix	5	0.982065934	0.003548914	0.092980117	0.106177004	0.075	0.088963885	0.079089414	0.088304752	0.007855556	0.003686839	0.992144444	0.003686839	0.907019883	0.106177004
fastANCOM	20	100	mix	5	0.988637363	0.000834938	0.042083333	0.172631435	0.008	0.028986221	0.01291292	0.04716619	0.000466667	0.000893622	0.999533333	0.000893622	0.252916667	0.423303714
LEfSe	20	100	mix	5	0.98810989	0.001443803	0.054555556	0.199025762	0.0115	0.03639192	0.017542522	0.055574099	0.001038889	0.001527617	0.998961111	0.001527617	0.445444444	0.485837248
limma_voom	20	100	mix	5	0.986769231	0.002054645	0.091111291	0.221180532	0.025	0.049874214	0.035710019	0.070116804	0.002544444	0.002147227	0.997455556	0.002147227	0.763888709	0.383358537
LinDA	20	100	mix	5	0.986912088	0.002260925	0.08874457	0.223515906	0.0265	0.057132043	0.036069626	0.07520606	0.002416667	0.002464306	0.997583333	0.002464306	0.73625543	0.404775468
MaAsLin2	20	100	mix	5	0.987299133	0.002105808	0.094316822	0.237065238	0.021105528	0.045580254	0.031931908	0.068075239	0.001965382	0.002147113	0.998034618	0.002147113	0.694627901	0.4284141
Wilcox	20	100	mix	5	0.98821978	0.001304245	0.059037879	0.20988688	0.0115	0.03639192	0.017634754	0.054985615	0.000927778	0.001403591	0.999072222	0.001403591	0.445962121	0.486356302
ZicoSeq	20	100	mix	5	0.989010989	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	20	1000	mix	1	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
Corncob	20	1000	mix	1	0.899945	0.000304035	0.005	0.049874214	1.00E-04	0.000997484	0.000196078	0.001955852	7.22E-05	0.000353608	0.999927778	0.000353608	0.04	0.189948419
DACOMP	20	1000	mix	1	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
DESeq2	20	1000	mix	1	0.700435	0.018179888	0.000176681	0.000933295	0.00035	0.001842409	0.000234471	0.001236161	0.221777778	0.020196319	0.778222222	0.020196319	0.999823319	0.000933295
fastANCOM	20	1000	mix	1	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
LEfSe	20	1000	mix	1	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
limma_voom	20	1000	mix	1	0.86733	0.099077053	0.016705973	0.045418253	0.0417	0.12535822	0.018563492	0.049959948	0.040933333	0.123830615	0.959066667	0.123830615	0.203294027	0.38514004
LinDA	20	1000	mix	1	0.899995	7.07E-05	0	0	0	0	0	0	5.56E-06	7.86E-05	0.999994444	7.86E-05	0.005	0.070710678
MaAsLin2	20	1000	mix	1	0.899995	7.07E-05	0	0	0	0	0	0	5.56E-06	7.86E-05	0.999994444	7.86E-05	0.005	0.070710678
Wilcox	20	1000	mix	1	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
ZicoSeq	20	1000	mix	1	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	20	1000	mix	10	0.89856	0.001561599	0.082581349	0.217431122	0.00195	0.004449324	0.003766526	0.008561133	0.001816667	0.001768883	0.998183333	0.001768883	0.647418651	0.44782667
Corncob	20	1000	mix	10	0.897815	0.002147986	0.082120421	0.18481152	0.0029	0.005723091	0.005502068	0.010749182	0.00275	0.002544809	0.99725	0.002544809	0.707879579	0.407707088
DACOMP	20	1000	mix	10	0.899595	0.001563071	0.008686508	0.039826329	0.00065	0.00302045	0.001206462	0.005596695	0.000522222	0.001960937	0.999477778	0.001960937	0.061313492	0.225333479
DESeq2	20	1000	mix	10	0.671725	0.019335165	0.004459409	0.004402304	0.01025	0.009996859	0.006204785	0.006093059	0.254777778	0.021472559	0.745222222	0.021472559	0.995540591	0.004402304
fastANCOM	20	1000	mix	10	0.895985	0.020559872	0.079250431	0.160990943	0.0049	0.027178731	0.006536758	0.01497864	0.005005556	0.025798255	0.994994444	0.025798255	0.805749569	0.331489548
LEfSe	20	1000	mix	10	0.89966	0.001118326	0.013416667	0.073092675	0.00055	0.002870312	0.001051557	0.00548206	0.000438889	0.001345457	0.999561111	0.001345457	0.096583333	0.282370012
limma_voom	20	1000	mix	10	0.78068	0.186984662	0.090203285	0.109949136	0.1431	0.227128436	0.054439267	0.069065796	0.148477778	0.232786078	0.851522222	0.232786078	0.899796715	0.142216138
LinDA	20	1000	mix	10	0.897475	0.001989767	0.09342316	0.187346628	0.0034	0.005797244	0.006486552	0.011012873	0.003183333	0.002249077	0.996816667	0.002249077	0.79657684	0.335908234
MaAsLin2	20	1000	mix	10	0.897076142	0.00222676	0.088486204	0.173053329	0.003502538	0.005839367	0.006665435	0.011104395	0.003637902	0.00248857	0.996362098	0.00248857	0.830295522	0.300837693
Wilcox	20	1000	mix	10	0.899715	0.000637027	0.021	0.131703184	4.00E-04	0.002422673	0.000776883	0.0046899	0.000361111	0.000738352	0.999638889	0.000738352	0.239	0.423646529
ZicoSeq	20	1000	mix	10	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	20	1000	mix	2	0.89997	0.000243715	0	0	0	0	0	0	3.33E-05	0.000270794	0.999966667	0.000270794	0.02	0.140351318
Corncob	20	1000	mix	2	0.89977	0.000685162	0.005	0.049874214	1.00E-04	0.000997484	0.000196078	0.001955852	0.000266667	0.000765598	0.999733333	0.000765598	0.15	0.354440603
DACOMP	20	1000	mix	2	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
DESeq2	20	1000	mix	2	0.695155	0.018635379	0.000273333	0.001145279	0.00055	0.002285524	0.000363943	0.001517699	0.227666667	0.020698756	0.772333333	0.020698756	0.999726667	0.001145279
fastANCOM	20	1000	mix	2	0.899985	0.000121857	0	0	0	0	0	0	1.67E-05	0.000135397	0.999983333	0.000135397	0.015	0.121857483
LEfSe	20	1000	mix	2	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
limma_voom	20	1000	mix	2	0.87082	0.100787889	0.017199497	0.078221842	0.035	0.122075848	0.013479146	0.042778957	0.036311111	0.12546897	0.963688889	0.12546897	0.202800503	0.389377609
LinDA	20	1000	mix	2	0.899975	0.00018587	0	0	0	0	0	0	2.78E-05	0.000206522	0.999972222	0.000206522	0.02	0.140351318
MaAsLin2	20	1000	mix	2	0.89996	0.000280703	0	0	0	0	0	0	4.44E-05	0.000311892	0.999955556	0.000311892	0.025	0.156516732
Wilcox	20	1000	mix	2	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
ZicoSeq	20	1000	mix	2	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	20	1000	mix	5	0.899475	0.000992117	0.042416667	0.16923315	9.00E-04	0.00335354	0.001755352	0.006544682	0.000683333	0.001100888	0.999316667	0.001100888	0.352583333	0.46608332
Corncob	20	1000	mix	5	0.899045	0.001319729	0.063857143	0.192266911	0.00165	0.004784554	0.003188026	0.009217685	0.001244444	0.001492625	0.998755556	0.001492625	0.531142857	0.476621745
DACOMP	20	1000	mix	5	0.899975	0.000353553	0.000714286	0.010101525	5.00E-05	0.000707107	9.35E-05	0.001321695	3.33E-05	0.000471405	0.999966667	0.000471405	0.004285714	0.060609153
DESeq2	20	1000	mix	5	0.686825	0.02110263	0.003449642	0.004486124	0.0075	0.009809748	0.004717042	0.006135879	0.237694444	0.023553095	0.762305556	0.023553095	0.996550358	0.004486124
fastANCOM	20	1000	mix	5	0.899205	0.001253327	0.072607143	0.215785477	0.00145	0.004059544	0.002817439	0.007834763	0.001044444	0.001416186	0.998955556	0.001416186	0.437392857	0.475611804
LEfSe	20	1000	mix	5	0.89999	0.000141421	0.00125	0.01767767	5.00E-05	0.000707107	9.62E-05	0.001359821	1.67E-05	0.000235702	0.999983333	0.000235702	0.00375	0.053033009
limma_voom	20	1000	mix	5	0.84325	0.13762416	0.092938243	0.169927743	0.07055	0.170002062	0.030071632	0.055215932	0.070894444	0.171693907	0.929105556	0.171693907	0.752061757	0.362702316
LinDA	20	1000	mix	5	0.899175	0.001149339	0.06525	0.188426864	0.0015	0.00385021	0.002915861	0.00748386	0.001083333	0.001320041	0.998916667	0.001320041	0.47975	0.474394255
MaAsLin2	20	1000	mix	5	0.89894	0.001336161	0.068464286	0.171241938	0.0021	0.00507135	0.004056665	0.00978919	0.001411111	0.001526123	0.998588889	0.001526123	0.551535714	0.462399602
Wilcox	20	1000	mix	5	0.89985	0.000546804	0.031666667	0.157086468	0.00055	0.002689548	0.001079421	0.00527717	0.000227778	0.00057122	0.999772222	0.00057122	0.158333333	0.357479701
ZicoSeq	20	1000	mix	5	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	20	200	mix	1	0.97826087	0	0	0	0	0	0	0	0	0	1	0	0	0
Corncob	20	200	mix	1	0.978173913	0.000491688	0.0225	0.14438833	0.00125	0.007825837	0.002359307	0.014773393	0.000116667	0.000477777	0.999883333	0.000477777	0.0725	0.257537137
DACOMP	20	200	mix	1	0.97826087	0	0	0	0	0	0	0	0	0	1	0	0	0
DESeq2	20	200	mix	1	0.974853261	0.002310741	0.018117063	0.068862224	0.00425	0.015673731	0.006645292	0.023979866	0.003577778	0.00239724	0.996422222	0.00239724	0.926882937	0.234468112
fastANCOM	20	200	mix	1	0.978255435	7.69E-05	0	0	0	0	0	0	5.56E-06	7.86E-05	0.999994444	7.86E-05	0.005	0.070710678
LEfSe	20	200	mix	1	0.97826087	0	0	0	0	0	0	0	0	0	1	0	0	0
limma_voom	20	200	mix	1	0.977538043	0.003109473	0.019666092	0.115253969	0.00475	0.022749179	0.006130044	0.028213261	0.000844444	0.003503457	0.999155556	0.003503457	0.135333908	0.333937021
LinDA	20	200	mix	1	0.978206522	0.000357277	0.011	0.100646154	0.00075	0.006092874	0.001352381	0.011021861	7.22E-05	0.000402817	0.999927778	0.000402817	0.044	0.203645174
MaAsLin2	20	200	mix	1	0.97825	0.000188424	0.01	0.099748427	5.00E-04	0.004987421	0.000952381	0.00949985	2.22E-05	0.000155946	0.999977778	0.000155946	0.02	0.140351318
Wilcox	20	200	mix	1	0.97826087	0	0	0	0	0	0	0	0	0	1	0	0	0
ZicoSeq	20	200	mix	1	0.97826087	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	20	200	mix	10	0.976755435	0.001585397	0.070089286	0.190644216	0.00875	0.01969459	0.01508188	0.034155665	0.001733333	0.001654581	0.998266667	0.001654581	0.654910714	0.444948627
Corncob	20	200	mix	10	0.976467391	0.002224531	0.093910714	0.232637501	0.01225	0.025802448	0.020384049	0.042127435	0.002105556	0.002369224	0.997894444	0.002369224	0.651089286	0.443750735
DACOMP	20	200	mix	10	0.977288043	0.001860131	0.024184524	0.082951178	0.0055	0.017926427	0.008858499	0.028907659	0.001116667	0.002043322	0.998883333	0.002043322	0.230815476	0.401988216
DESeq2	20	200	mix	10	0.966842391	0.004147959	0.074607194	0.078810704	0.04375	0.042514408	0.053957619	0.052854687	0.012644444	0.004061626	0.987355556	0.004061626	0.925392806	0.078810704
fastANCOM	20	200	mix	10	0.976516304	0.00168425	0.072422619	0.194823409	0.0095	0.021495588	0.016268029	0.037201123	0.001994444	0.001730304	0.998005556	0.001730304	0.712577381	0.41985838
LEfSe	20	200	mix	10	0.977119565	0.001749444	0.075922619	0.21267901	0.0085	0.020118993	0.014783729	0.035183005	0.001355556	0.001824076	0.998644444	0.001824076	0.489077381	0.475245
limma_voom	20	200	mix	10	0.970429348	0.010957855	0.103897299	0.15729509	0.04725	0.074550158	0.051087834	0.060817163	0.009055556	0.012449663	0.990944444	0.012449663	0.881102701	0.190940854
LinDA	20	200	mix	10	0.975418478	0.002457661	0.107145022	0.231799435	0.01725	0.029906681	0.027777371	0.047929048	0.003288889	0.002576071	0.996711111	0.002576071	0.812854978	0.332372498
MaAsLin2	20	200	mix	10	0.975711957	0.00253594	0.105607323	0.231036309	0.01575	0.029045753	0.025745845	0.046977039	0.002955556	0.002644051	0.997044444	0.002644051	0.794392677	0.350146305
Wilcox	20	200	mix	10	0.97725	0.001515836	0.072047619	0.203631364	0.0085	0.021912342	0.014589788	0.036672995	0.001222222	0.001621862	0.998777778	0.001621862	0.487952381	0.474745633
ZicoSeq	20	200	mix	10	0.97826087	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	20	200	mix	2	0.978222826	0.000252692	0.005	0.070710678	0.00025	0.003535534	0.00047619	0.00673435	4.44E-05	0.000245058	0.999955556	0.000245058	0.035	0.184240939
Corncob	20	200	mix	2	0.978076087	0.000597938	0.025	0.156516732	0.00125	0.007825837	0.002380952	0.014906355	0.000216667	0.000575548	0.999783333	0.000575548	0.145	0.352984405
DACOMP	20	200	mix	2	0.97826087	0	0	0	0	0	0	0	0	0	1	0	0	0
DESeq2	20	200	mix	2	0.974586957	0.002512331	0.042715113	0.139511919	0.00775	0.021905175	0.012286931	0.033970894	0.003927778	0.002578569	0.996072222	0.002578569	0.917284887	0.233713841
fastANCOM	20	200	mix	2	0.97826087	0.000108968	0.005	0.070710678	0.00025	0.003535534	0.00047619	0.00673435	5.56E-06	7.86E-05	0.999994444	7.86E-05	0.005	0.070710678
LEfSe	20	200	mix	2	0.978211957	0.000412032	0	0	0	0	0	0	5.00E-05	0.000421188	0.99995	0.000421188	0.025	0.156516732
limma_voom	20	200	mix	2	0.977815217	0.001591051	0.019513889	0.125182861	0.0025	0.01395434	0.003739414	0.019111136	0.000511111	0.001822987	0.999488889	0.001822987	0.160486111	0.363109985
LinDA	20	200	mix	2	0.978190217	0.000378695	0.016666667	0.12391348	0.001	0.007017566	0.001863354	0.01308609	9.44E-05	0.000382272	0.999905556	0.000382272	0.063333333	0.241875235
MaAsLin2	20	200	mix	2	0.978168478	0.000373962	0.01	0.099748427	5.00E-04	0.004987421	0.000952381	0.00949985	0.000105556	0.000362617	0.999894444	0.000362617	0.085	0.279581525
Wilcox	20	200	mix	2	0.978244565	0.000203205	0.01	0.099748427	5.00E-04	0.004987421	0.000952381	0.00949985	2.78E-05	0.000173907	0.999972222	0.000173907	0.025	0.156516732
ZicoSeq	20	200	mix	2	0.97826087	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	20	200	mix	5	0.977592391	0.001093369	0.035833333	0.169471788	0.0025	0.010924593	0.004614154	0.020176315	0.000738889	0.00109297	0.999261111	0.00109297	0.419166667	0.488556226
Corncob	20	200	mix	5	0.977320652	0.001440188	0.034125	0.148798457	0.00325	0.012357225	0.005762789	0.021972756	0.001033333	0.001488255	0.998966667	0.001488255	0.505875	0.490139223
DACOMP	20	200	mix	5	0.97801087	0.000978959	0.003333333	0.033249476	5.00E-04	0.004987421	0.000869565	0.008673776	0.000266667	0.001016277	0.999733333	0.001016277	0.066666667	0.245563653
DESeq2	20	200	mix	5	0.970005435	0.003862	0.06407957	0.089199925	0.02925	0.040187219	0.038496317	0.051420595	0.009088889	0.004045096	0.990911111	0.004045096	0.93592043	0.089199925
fastANCOM	20	200	mix	5	0.977673913	0.000979747	0.031666667	0.157086468	0.00225	0.010391217	0.004157726	0.019210959	0.00065	0.000979202	0.99935	0.000979202	0.378333333	0.479830488
LEfSe	20	200	mix	5	0.977777174	0.000941789	0.015833333	0.084534889	0.00175	0.009212047	0.003142292	0.016544502	0.000533333	0.000977189	0.999466667	0.000977189	0.309166667	0.454027667
limma_voom	20	200	mix	5	0.974293478	0.00770889	0.061197428	0.16320333	0.017	0.044676391	0.020227514	0.041642652	0.004433333	0.008595082	0.995566667	0.008595082	0.673802572	0.43565063
LinDA	20	200	mix	5	0.976923913	0.001899023	0.065027778	0.210730061	0.00675	0.017847413	0.011366614	0.029661225	0.001516667	0.002066508	0.998483333	0.002066508	0.609972222	0.471597379
MaAsLin2	20	200	mix	5	0.977065217	0.001399725	0.0505	0.179551445	0.005	0.015037641	0.008827228	0.026606433	0.001333333	0.001439475	0.998666667	0.001439475	0.6345	0.465964745
Wilcox	20	200	mix	5	0.977815217	0.000969696	0.026130952	0.138321851	0.00225	0.010391217	0.004014027	0.018590352	0.000505556	0.00102574	0.999494444	0.00102574	0.293869048	0.44956615
ZicoSeq	20	200	mix	5	0.97826087	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	20	2000	mix	1	0.818181818	0	0	0	0	0	0	0	0	0	1	0	0	0
Corncob	20	2000	mix	1	0.818113636	0.00049026	0.0075	0.07481132	7.50E-05	0.000609287	0.00014779	0.001200655	1.00E-04	0.000641726	0.9999	0.000641726	0.0275	0.158094018
DACOMP	20	2000	mix	1	0.818181818	0	0	0	0	0	0	0	0	0	1	0	0	0
DESeq2	20	2000	mix	1	0.212772727	0.030457392	4.73E-05	0.000269717	0.00015	0.000855076	7.19E-05	0.000409891	0.739977778	0.037193892	0.260022222	0.037193892	0.999952726	0.000269717
fastANCOM	20	2000	mix	1	0.818177273	6.43E-05	0	0	0	0	0	0	5.56E-06	7.86E-05	0.999994444	7.86E-05	0.005	0.070710678
LEfSe	20	2000	mix	1	0.818181818	0	0	0	0	0	0	0	0	0	1	0	0	0
limma_voom	20	2000	mix	1	0.729595455	0.265599466	0.018588254	0.07892063	0.06035	0.181669747	0.017555808	0.051221402	0.121683333	0.364923355	0.878316667	0.364923355	0.201411746	0.386713568
LinDA	20	2000	mix	1	0.818181818	9.11E-05	0.005	0.070710678	2.50E-05	0.000353553	4.98E-05	0.000703589	5.56E-06	7.86E-05	0.999994444	7.86E-05	0.005	0.070710678
MaAsLin2	20	2000	mix	1	0.818163545	0.000181814	0.005025126	0.070888121	2.51E-05	0.000354441	5.00E-05	0.000705354	2.79E-05	0.000207034	0.999972083	0.000207034	0.020100503	0.140698079
Wilcox	20	2000	mix	1	0.818181818	0	0	0	0	0	0	0	0	0	1	0	0	0
ZicoSeq	20	2000	mix	1	0.818181818	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	20	2000	mix	10	0.8162	0.001849345	0.077746032	0.177077764	0.001225	0.002377528	0.00239978	0.004654548	0.002694444	0.002281285	0.997305556	0.002281285	0.762253968	0.376069359
Corncob	20	2000	mix	10	0.815240909	0.003022649	0.091289248	0.192454739	0.001875	0.003025748	0.003623429	0.005825977	0.004011111	0.003896722	0.995988889	0.003896722	0.773710752	0.36003983
DACOMP	20	2000	mix	10	0.818009091	0.001106445	0.002635101	0.01939362	0.000125	0.000929351	0.000238555	0.001772634	0.000238889	0.001510464	0.999761111	0.001510464	0.022364899	0.140389927
DESeq2	20	2000	mix	10	0.157636364	0.039267241	0.00188145	0.001569626	0.0069	0.005771181	0.002955221	0.002465769	0.808866667	0.048165549	0.191133333	0.048165549	0.99811855	0.001569626
fastANCOM	20	2000	mix	10	0.782668182	0.149862794	0.103835118	0.160435862	0.0238	0.100277555	0.011513793	0.033355768	0.048694444	0.205380279	0.951305556	0.205380279	0.851164882	0.244005121
LEfSe	20	2000	mix	10	0.817963636	0.000948178	0.009736111	0.055864577	0.00025	0.001395434	0.000486191	0.002712413	0.000322222	0.00131133	0.999677778	0.00131133	0.055263889	0.214250403
limma_voom	20	2000	mix	10	0.490113636	0.450830741	0.0954087	0.0867405	0.22405	0.310037844	0.064930119	0.078046382	0.450761111	0.619772292	0.549238889	0.619772292	0.8995913	0.107540843
LinDA	20	2000	mix	10	0.815109091	0.00237405	0.099518038	0.161652688	0.0021	0.00306381	0.004091001	0.005962397	0.004222222	0.002865992	0.995777778	0.002865992	0.840481962	0.266106808
MaAsLin2	20	2000	mix	10	0.814495455	0.002797478	0.100995356	0.156568773	0.00245	0.003362145	0.004751007	0.00650877	0.00505	0.003402042	0.99495	0.003402042	0.854004644	0.242011316
Wilcox	20	2000	mix	10	0.817981818	0.000492141	0.0325	0.174199533	0.000175	0.000921205	0.000348012	0.00183195	0.000283333	0.000556922	0.999716667	0.000556922	0.2225	0.415459726
ZicoSeq	20	2000	mix	10	0.818181818	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	20	2000	mix	2	0.818163636	0.000127592	0	0	0	0	0	0	2.22E-05	0.000155946	0.999977778	0.000155946	0.02	0.140351318
Corncob	20	2000	mix	2	0.818081818	0.000405433	0.0175	0.126585423	1.00E-04	0.000701757	0.000198759	0.001394805	0.000144444	0.00047664	0.999855556	0.00047664	0.0975	0.295261999
DACOMP	20	2000	mix	2	0.818181818	0	0	0	0	0	0	0	0	0	1	0	0	0
DESeq2	20	2000	mix	2	0.207790909	0.033910457	0.000170748	0.000523761	0.000575	0.001749192	0.000263107	0.000805042	0.746161111	0.041456634	0.253838889	0.041456634	0.999829252	0.000523761
fastANCOM	20	2000	mix	2	0.811718182	0.06433686	0.000975198	0.00973955	0.0043	0.042964985	0.001589819	0.015879197	0.008855556	0.088165391	0.991144444	0.088165391	0.024024802	0.150602638
LEfSe	20	2000	mix	2	0.818181818	0	0	0	0	0	0	0	0	0	1	0	0	0
limma_voom	20	2000	mix	2	0.726068182	0.269828911	0.024763438	0.070019743	0.0629	0.183945699	0.019073877	0.052297347	0.126561111	0.3706157	0.873438889	0.3706157	0.185236562	0.363749346
