name	Sample	OTU	effect	mean_TPR	mean_FPR
Wilcox	50	1000	5	0.00405	0.004722222
ZicoSeq	50	1000	5	0	0
ALDEx2_wi	500	1000	1	0	0
Corncob	500	1000	1	5.00E-05	1.67E-05
DACOMP	500	1000	1	0	3.33E-05
DESeq2	500	1000	1	0.00145	0.00135
fastANCOM	500	1000	1	0	1.11E-05
LEfSe	500	1000	1	5.38E-05	0.00016129
limma_voom	500	1000	1	0.0352	0.035488889
LinDA	500	1000	1	5.00E-05	3.89E-05
MaAsLin2	500	1000	1	5.00E-05	3.33E-05
Wilcox	500	1000	1	5.00E-05	9.44E-05
ZicoSeq	500	1000	1	0	0
ALDEx2_wi	500	1000	10	0.0652	0.066183333
Corncob	500	1000	10	0.1298	0.132011111
DACOMP	500	1000	10	0.06745	0.069161111
DESeq2	500	1000	10	0.1272	0.126094444
fastANCOM	500	1000	10	0.2683	0.274061111
LEfSe	500	1000	10	0.1646	0.165861111
limma_voom	500	1000	10	0.6809	0.687772222
LinDA	500	1000	10	0.173	0.172766667
MaAsLin2	500	1000	10	0.21185	0.213377778
Wilcox	500	1000	10	0.1585	0.160394444
ZicoSeq	500	1000	10	0.00025	0.000505556
ALDEx2_wi	500	1000	2	0.00865	0.009077778
Corncob	500	1000	2	0.01115	0.010811111
DACOMP	500	1000	2	0.01615	0.014994444
DESeq2	500	1000	2	0.02875	0.027527778
fastANCOM	500	1000	2	0.01715	0.016622222
LEfSe	500	1000	2	0.01535	0.015038889
limma_voom	500	1000	2	0.10035	0.09865
LinDA	500	1000	2	0.0189	0.01785
MaAsLin2	500	1000	2	0.01995	0.018838889
Wilcox	500	1000	2	0.01445	0.013927778
ZicoSeq	500	1000	2	0	0
ALDEx2_wi	500	1000	5	0.0363	0.037666667
Corncob	500	1000	5	0.06405	0.065544444
DACOMP	500	1000	5	0.03985	0.040572222
DESeq2	500	1000	5	0.08455	0.084194444
fastANCOM	500	1000	5	0.13285	0.131016667
LEfSe	500	1000	5	0.0872	0.088872222
limma_voom	500	1000	5	0.3982	0.40815
LinDA	500	1000	5	0.0947	0.095655556
MaAsLin2	500	1000	5	0.11355	0.114722222
Wilcox	500	1000	5	0.0824	0.084066667
ZicoSeq	500	1000	5	0.00035	0.000205556
ALDEx2_wi	100	200	1	0	1.67E-05
Corncob	100	200	1	0	3.89E-05
DACOMP	100	200	1	0	0
DESeq2	100	200	1	0.00625	0.001238889
fastANCOM	100	200	1	0	2.78E-05
LEfSe	100	200	1	0	2.29E-05
limma_voom	100	200	1	0.00325	0.000944444
LinDA	100	200	1	0.00075	0.000111111
MaAsLin2	100	200	1	0	3.35E-05
Wilcox	100	200	1	0	2.22E-05
ZicoSeq	100	200	1	0	0
ALDEx2_wi	100	200	10	0.06475	0.011127778
Corncob	100	200	10	0.08	0.01565
DACOMP	100	200	10	0.0665	0.013272222
DESeq2	100	200	10	0.1255	0.025744444
fastANCOM	100	200	10	0.0705	0.014477778
LEfSe	100	200	10	0.11225	0.021294444
limma_voom	100	200	10	0.13675	0.02945
LinDA	100	200	10	0.10775	0.021855556
MaAsLin2	100	200	10	0.11475	0.022994444
Wilcox	100	200	10	0.101	0.019361111
ZicoSeq	100	200	10	0	0
ALDEx2_wi	100	200	2	0.0065	0.001655556
Corncob	100	200	2	0.0055	0.001483333
DACOMP	100	200	2	0.00775	0.002033333
DESeq2	100	200	2	0.038	0.007372222
fastANCOM	100	200	2	0.0045	0.001133333
LEfSe	100	200	2	0.00875	0.002327778
limma_voom	100	200	2	0.017	0.003661111
LinDA	100	200	2	0.0115	0.0023
MaAsLin2	100	200	2	0.0085	0.001938889
Wilcox	100	200	2	0.00775	0.001955556
ZicoSeq	100	200	2	0	0
ALDEx2_wi	100	200	5	0.03275	0.006616667
Corncob	100	200	5	0.0385	0.007783333
DACOMP	100	200	5	0.0475	0.009272222
DESeq2	100	200	5	0.09275	0.019055556
fastANCOM	100	200	5	0.04	0.008088889
LEfSe	100	200	5	0.05575	0.011166667
limma_voom	100	200	5	0.07975	0.017283333
LinDA	100	200	5	0.063	0.012933333
MaAsLin2	100	200	5	0.0605	0.012205556
Wilcox	100	200	5	0.0515	0.010027778
ZicoSeq	100	200	5	0	0
ALDEx2_wi	20	200	1	0	0
Corncob	20	200	1	0.00125	0.000116667
DACOMP	20	200	1	0	0
DESeq2	20	200	1	0.00425	0.003577778
fastANCOM	20	200	1	0	5.56E-06
LEfSe	20	200	1	0	0
limma_voom	20	200	1	0.00475	0.000844444
LinDA	20	200	1	0.00075	7.22E-05
MaAsLin2	20	200	1	5.00E-04	2.22E-05
Wilcox	20	200	1	0	0
ZicoSeq	20	200	1	0	0
ALDEx2_wi	20	200	10	0.00875	0.001733333
Corncob	20	200	10	0.01225	0.002105556
DACOMP	20	200	10	0.0055	0.001116667
DESeq2	20	200	10	0.04375	0.012644444
fastANCOM	20	200	10	0.0095	0.001994444
LEfSe	20	200	10	0.0085	0.001355556
limma_voom	20	200	10	0.04725	0.009055556
LinDA	20	200	10	0.01725	0.003288889
MaAsLin2	20	200	10	0.01575	0.002955556
Wilcox	20	200	10	0.0085	0.001222222
ZicoSeq	20	200	10	0	0
ALDEx2_wi	20	200	2	0.00025	4.44E-05
Corncob	20	200	2	0.00125	0.000216667
DACOMP	20	200	2	0	0
DESeq2	20	200	2	0.00775	0.003927778
fastANCOM	20	200	2	0.00025	5.56E-06
LEfSe	20	200	2	0	5.00E-05
limma_voom	20	200	2	0.0025	0.000511111
LinDA	20	200	2	0.001	9.44E-05
MaAsLin2	20	200	2	5.00E-04	0.000105556
Wilcox	20	200	2	5.00E-04	2.78E-05
ZicoSeq	20	200	2	0	0
