name	Sample	OTU	effect	mean_Precision	mean_TPR
limma_voom	200	100	5	0.092556164	0.109
LinDA	200	100	5	0.095446739	0.115
MaAsLin2	200	100	5	0.097963288	0.162
Wilcox	200	100	5	0.099580722	0.165
ZicoSeq	200	100	5	0.00047619	0.001
ALDEx2_wi	300	100	1	0.005	5.00E-04
Corncob	300	100	1	0.006666667	0.001
DACOMP	300	100	1	0	0
DESeq2	300	100	1	0.069095065	0.029
fastANCOM	300	100	1	0.005	5.00E-04
LEfSe	300	100	1	0.015	0.0015
limma_voom	300	100	1	0.0175	0.002
LinDA	300	100	1	0.028222222	0.005
MaAsLin2	300	100	1	0.02	0.002
Wilcox	300	100	1	0.01125	0.0015
ZicoSeq	300	100	1	0	0
ALDEx2_wi	300	100	10	0.098579921	0.2705
Corncob	300	100	10	0.100273369	0.352
DACOMP	300	100	10	0.094585664	0.0935
DESeq2	300	100	10	0.102173314	0.39
fastANCOM	300	100	10	0.099029173	0.1255
LEfSe	300	100	10	0.100487304	0.43
limma_voom	300	100	10	0.099955306	0.199
LinDA	300	100	10	0.098534278	0.203
MaAsLin2	300	100	10	0.102397322	0.42
Wilcox	300	100	10	0.102389499	0.413
ZicoSeq	300	100	10	0.000789474	0.0015
ALDEx2_wi	300	100	2	0.090187229	0.0455
Corncob	300	100	2	0.091058287	0.0505
DACOMP	300	100	2	0.092989401	0.0875
DESeq2	300	100	2	0.091711874	0.1255
fastANCOM	300	100	2	0.09940873	0.041
LEfSe	300	100	2	0.089665499	0.064
limma_voom	300	100	2	0.089873973	0.0605
LinDA	300	100	2	0.095819227	0.0695
MaAsLin2	300	100	2	0.096590152	0.0635
Wilcox	300	100	2	0.088088603	0.0585
ZicoSeq	300	100	2	0	0
ALDEx2_wi	300	100	5	0.096424985	0.15
Corncob	300	100	5	0.096819851	0.2
DACOMP	300	100	5	0.10347472	0.1005
DESeq2	300	100	5	0.096188353	0.2655
fastANCOM	300	100	5	0.108943628	0.1095
LEfSe	300	100	5	0.098066192	0.2545
limma_voom	300	100	5	0.100635143	0.149
LinDA	300	100	5	0.103496675	0.147
MaAsLin2	300	100	5	0.098483467	0.227
Wilcox	300	100	5	0.097270403	0.2335
ZicoSeq	300	100	5	0	0
ALDEx2_wi	50	100	1	0.005	5.00E-04
Corncob	50	100	1	0.01	0.001
DACOMP	50	100	1	0	0
DESeq2	50	100	1	0.045992489	0.023
fastANCOM	50	100	1	0.005	5.00E-04
LEfSe	50	100	1	0.005102041	0.000510204
limma_voom	50	100	1	0.000833333	5.00E-04
LinDA	50	100	1	0.009375	0.002
MaAsLin2	50	100	1	0.0075	0.001
Wilcox	50	100	1	0.005	5.00E-04
ZicoSeq	50	100	1	0	0
ALDEx2_wi	50	100	10	0.11532128	0.067
Corncob	50	100	10	0.112656298	0.0885
DACOMP	50	100	10	0.115444444	0.0745
DESeq2	50	100	10	0.103732931	0.154
fastANCOM	50	100	10	0.113996212	0.07
LEfSe	50	100	10	0.104328426	0.1115
limma_voom	50	100	10	0.108350726	0.097
LinDA	50	100	10	0.104560621	0.102
MaAsLin2	50	100	10	0.106713672	0.117
Wilcox	50	100	10	0.106653309	0.104
ZicoSeq	50	100	10	0	0
ALDEx2_wi	50	100	2	0.042083333	0.0075
Corncob	50	100	2	0.059138889	0.011
DACOMP	50	100	2	0.033125	0.0095
DESeq2	50	100	2	0.084425278	0.0545
fastANCOM	50	100	2	0.025	0.0025
LEfSe	50	100	2	0.051666667	0.0095
limma_voom	50	100	2	0.048083333	0.0085
LinDA	50	100	2	0.044297619	0.0095
MaAsLin2	50	100	2	0.057547619	0.009
Wilcox	50	100	2	0.05225	0.0085
ZicoSeq	50	100	2	0	0
ALDEx2_wi	50	100	5	0.084948413	0.0415
Corncob	50	100	5	0.089468309	0.0405
DACOMP	50	100	5	0.089928571	0.047
DESeq2	50	100	5	0.096436211	0.1245
fastANCOM	50	100	5	0.07702381	0.0325
LEfSe	50	100	5	0.099140604	0.0585
limma_voom	50	100	5	0.090696609	0.056
LinDA	50	100	5	0.096429348	0.0655
MaAsLin2	50	100	5	0.102319796	0.064
Wilcox	50	100	5	0.094821104	0.0535
ZicoSeq	50	100	5	0	0
ALDEx2_wi	500	100	1	0	0
Corncob	500	100	1	0.0125	0.0015
DACOMP	500	100	1	0	0
DESeq2	500	100	1	0.067922539	0.0355
fastANCOM	500	100	1	0	0
LEfSe	500	100	1	0.005	5.00E-04
limma_voom	500	100	1	0.000454545	5.00E-04
LinDA	500	100	1	0.008659091	0.003
MaAsLin2	500	100	1	0.00875	0.0015
Wilcox	500	100	1	0.011666667	0.0015
ZicoSeq	500	100	1	0	0
ALDEx2_wi	500	100	10	0.099115173	0.374
Corncob	500	100	10	0.0999752	0.471
DACOMP	500	100	10	0.101587393	0.104
DESeq2	500	100	10	0.094829663	0.48
fastANCOM	500	100	10	0.100701663	0.168
LEfSe	500	100	10	0.100729409	0.5515
limma_voom	500	100	10	0.100628835	0.2615
LinDA	500	100	10	0.099711002	0.27
MaAsLin2	500	100	10	0.10041271	0.549
Wilcox	500	100	10	0.102250488	0.535
ZicoSeq	500	100	10	0.000526316	0.001
ALDEx2_wi	500	100	2	0.101546675	0.0745
Corncob	500	100	2	0.101309821	0.0815
DACOMP	500	100	2	0.093520983	0.129
DESeq2	500	100	2	0.094184449	0.159
fastANCOM	500	100	2	0.097611472	0.0645
LEfSe	500	100	2	0.100675744	0.109
limma_voom	500	100	2	0.100465211	0.097
LinDA	500	100	2	0.098505922	0.0925
MaAsLin2	500	100	2	0.101256024	0.097
Wilcox	500	100	2	0.098524394	0.0915
ZicoSeq	500	100	2	0.000789474	0.0015
ALDEx2_wi	500	100	5	0.093387041	0.211
Corncob	500	100	5	0.090054984	0.242
DACOMP	500	100	5	0.089026696	0.0895
DESeq2	500	100	5	0.094329323	0.3395
fastANCOM	500	100	5	0.088466343	0.0945
LEfSe	500	100	5	0.091581112	0.314
limma_voom	500	100	5	0.09287356	0.171
LinDA	500	100	5	0.091911505	0.1415
MaAsLin2	500	100	5	0.089023665	0.2705
Wilcox	500	100	5	0.092040051	0.2895
ZicoSeq	500	100	5	0.00125	0.0025
ALDEx2_wi	100	1000	1	0	0
Corncob	100	1000	1	0	0
DACOMP	100	1000	1	0.000714286	5.00E-05
DESeq2	100	1000	1	0.008265748	0.00075
fastANCOM	100	1000	1	0	0
LEfSe	100	1000	1	0	0
limma_voom	100	1000	1	0.071301463	0.0368
LinDA	100	1000	1	0	0
MaAsLin2	100	1000	1	0	0
Wilcox	100	1000	1	0	0
ZicoSeq	100	1000	1	0	0
ALDEx2_wi	100	1000	10	0.099415496	0.0161
Corncob	100	1000	10	0.10024139	0.0217
DACOMP	100	1000	10	0.102216987	0.02835
DESeq2	100	1000	10	0.073148996	0.03505
fastANCOM	100	1000	10	0.093631782	0.054
LEfSe	100	1000	10	0.100366693	0.03155
limma_voom	100	1000	10	0.102494714	0.3738
LinDA	100	1000	10	0.098792378	0.0326
MaAsLin2	100	1000	10	0.100074282	0.03185
Wilcox	100	1000	10	0.099716526	0.02725
ZicoSeq	100	1000	10	0	0
ALDEx2_wi	100	1000	2	0.047708333	0.00115
Corncob	100	1000	2	0.053690476	0.0011
DACOMP	100	1000	2	0.015198649	0.0012
DESeq2	100	1000	2	0.034027565	0.00645
fastANCOM	100	1000	2	0.030857143	0.00115
LEfSe	100	1000	2	0.06602381	0.002
limma_voom	100	1000	2	0.071490623	0.053
LinDA	100	1000	2	0.037255952	0.00125
MaAsLin2	100	1000	2	0.045985882	0.001407035
Wilcox	100	1000	2	0.047186508	0.00135
ZicoSeq	100	1000	2	0	0
ALDEx2_wi	100	1000	5	0.084622294	0.00775
Corncob	100	1000	5	0.089386713	0.00965
DACOMP	100	1000	5	0.098025324	0.01625
DESeq2	100	1000	5	0.068633785	0.0241
fastANCOM	100	1000	5	0.09928594	0.01655
LEfSe	100	1000	5	0.092862485	0.01355
limma_voom	100	1000	5	0.098628485	0.14035
LinDA	100	1000	5	0.097872448	0.01585
MaAsLin2	100	1000	5	0.096947609	0.015628141
Wilcox	100	1000	5	0.09123689	0.01175
ZicoSeq	100	1000	5	0	0
ALDEx2_wi	20	1000	1	0	0
Corncob	20	1000	1	0.005	1.00E-04
DACOMP	20	1000	1	0	0
DESeq2	20	1000	1	0.000176681	0.00035
fastANCOM	20	1000	1	0	0
LEfSe	20	1000	1	0	0
limma_voom	20	1000	1	0.016705973	0.0417
LinDA	20	1000	1	0	0
MaAsLin2	20	1000	1	0	0
Wilcox	20	1000	1	0	0
ZicoSeq	20	1000	1	0	0
ALDEx2_wi	20	1000	10	0.082581349	0.00195
Corncob	20	1000	10	0.082120421	0.0029
DACOMP	20	1000	10	0.008686508	0.00065
DESeq2	20	1000	10	0.004459409	0.01025
fastANCOM	20	1000	10	0.079250431	0.0049
LEfSe	20	1000	10	0.013416667	0.00055
limma_voom	20	1000	10	0.090203285	0.1431
LinDA	20	1000	10	0.09342316	0.0034
MaAsLin2	20	1000	10	0.088486204	0.003502538
Wilcox	20	1000	10	0.021	4.00E-04
ZicoSeq	20	1000	10	0	0
ALDEx2_wi	20	1000	2	0	0
Corncob	20	1000	2	0.005	1.00E-04
DACOMP	20	1000	2	0	0
DESeq2	20	1000	2	0.000273333	0.00055
fastANCOM	20	1000	2	0	0
LEfSe	20	1000	2	0	0
limma_voom	20	1000	2	0.017199497	0.035
LinDA	20	1000	2	0	0
MaAsLin2	20	1000	2	0	0
Wilcox	20	1000	2	0	0
ZicoSeq	20	1000	2	0	0
ALDEx2_wi	20	1000	5	0.042416667	9.00E-04
Corncob	20	1000	5	0.063857143	0.00165
DACOMP	20	1000	5	0.000714286	5.00E-05
DESeq2	20	1000	5	0.003449642	0.0075
fastANCOM	20	1000	5	0.072607143	0.00145
LEfSe	20	1000	5	0.00125	5.00E-05
limma_voom	20	1000	5	0.092938243	0.07055
LinDA	20	1000	5	0.06525	0.0015
MaAsLin2	20	1000	5	0.068464286	0.0021
Wilcox	20	1000	5	0.031666667	0.00055
ZicoSeq	20	1000	5	0	0
ALDEx2_wi	200	1000	1	0	0
Corncob	200	1000	1	0	0
DACOMP	200	1000	1	0	0
DESeq2	200	1000	1	0.023666667	0.00045
fastANCOM	200	1000	1	0	0
LEfSe	200	1000	1	0	0
limma_voom	200	1000	1	0.058433449	0.0329
LinDA	200	1000	1	0.0025	5.00E-05
MaAsLin2	200	1000	1	0	0
Wilcox	200	1000	1	0	0
ZicoSeq	200	1000	1	0	0
ALDEx2_wi	200	1000	10	0.102264749	0.0331
Corncob	200	1000	10	0.10244922	0.0479
DACOMP	200	1000	10	0.104769026	0.0454
DESeq2	200	1000	10	0.103102546	0.05945
fastANCOM	200	1000	10	0.103749507	0.1257
LEfSe	200	1000	10	0.105048477	0.07515
limma_voom	200	1000	10	0.100101343	0.5414
LinDA	200	1000	10	0.103265233	0.08195
MaAsLin2	200	1000	10	0.102883409	0.08155
Wilcox	200	1000	10	0.106113056	0.06865
ZicoSeq	200	1000	10	0.000340909	0.00015
ALDEx2_wi	200	1000	2	0.097130342	0.00465
Corncob	200	1000	2	0.093087302	0.00405
DACOMP	200	1000	2	0.078152284	0.00725
DESeq2	200	1000	2	0.0988436	0.0148
fastANCOM	200	1000	2	0.096927263	0.00565
LEfSe	200	1000	2	0.09997411	0.00645
limma_voom	200	1000	2	0.101199305	0.0709
LinDA	200	1000	2	0.095715104	0.0057
MaAsLin2	200	1000	2	0.093236097	0.0055
Wilcox	200	1000	2	0.093701701	0.0053
ZicoSeq	200	1000	2	0	0
ALDEx2_wi	200	1000	5	0.096958626	0.01575
Corncob	200	1000	5	0.096183692	0.02065
DACOMP	200	1000	5	0.100567885	0.02675
DESeq2	200	1000	5	0.093000477	0.035
fastANCOM	200	1000	5	0.094771591	0.04565
LEfSe	200	1000	5	0.100226477	0.0314
limma_voom	200	1000	5	0.097990234	0.259
LinDA	200	1000	5	0.096327497	0.0349
MaAsLin2	200	1000	5	0.095613606	0.03425
Wilcox	200	1000	5	0.098000018	0.027
ZicoSeq	200	1000	5	0.000319149	0.00015
ALDEx2_wi	300	1000	1	0	0
Corncob	300	1000	1	0	0
DACOMP	300	1000	1	0.000833333	5.00E-05
DESeq2	300	1000	1	0.053011905	0.0012
fastANCOM	300	1000	1	0	0
LEfSe	300	1000	1	0.001305827	0.00037234
limma_voom	300	1000	1	0.072445998	0.03655
LinDA	300	1000	1	0	0
MaAsLin2	300	1000	1	0	0
Wilcox	300	1000	1	0	0
ZicoSeq	300	1000	1	0	0
ALDEx2_wi	300	1000	10	0.11012628	0.04875
Corncob	300	1000	10	0.104901737	0.07765
DACOMP	300	1000	10	0.104554421	0.05445
DESeq2	300	1000	10	0.103082278	0.0846
fastANCOM	300	1000	10	0.099164376	0.1733
LEfSe	300	1000	10	0.101877768	0.11175
limma_voom	300	1000	10	0.098614204	0.6179
LinDA	300	1000	10	0.100123706	0.11925
MaAsLin2	300	1000	10	0.098628487	0.1302
Wilcox	300	1000	10	0.102075002	0.10535
ZicoSeq	300	1000	10	0.00031746	2.00E-04
ALDEx2_wi	300	1000	2	0.087561369	0.00565
Corncob	300	1000	2	0.08531029	0.00585
DACOMP	300	1000	2	0.087675844	0.01005
DESeq2	300	1000	2	0.09456648	0.0186
fastANCOM	300	1000	2	0.086068903	0.0093
LEfSe	300	1000	2	0.086912577	0.00885
limma_voom	300	1000	2	0.087408045	0.07285
LinDA	300	1000	2	0.087854088	0.00955
MaAsLin2	300	1000	2	0.088959224	0.00975
Wilcox	300	1000	2	0.09085737	0.00785
ZicoSeq	300	1000	2	0	0
ALDEx2_wi	300	1000	5	0.103489014	0.0223
Corncob	300	1000	5	0.103311177	0.0332
DACOMP	300	1000	5	0.099054372	0.03095
DESeq2	300	1000	5	0.101325323	0.05175
fastANCOM	300	1000	5	0.102885924	0.06525
LEfSe	300	1000	5	0.09992439	0.048
limma_voom	300	1000	5	0.100830831	0.272
LinDA	300	1000	5	0.097759399	0.05265
MaAsLin2	300	1000	5	0.097434994	0.0562
Wilcox	300	1000	5	0.100807701	0.04305
ZicoSeq	300	1000	5	0	0
ALDEx2_wi	50	1000	1	0	0
Corncob	50	1000	1	0	0
DACOMP	50	1000	1	0	0
DESeq2	50	1000	1	0.002488236	5.00E-04
fastANCOM	50	1000	1	0	0
LEfSe	50	1000	1	0	0
limma_voom	50	1000	1	0.046149864	0.041
LinDA	50	1000	1	0.0025	5.00E-05
MaAsLin2	50	1000	1	0	0
Wilcox	50	1000	1	0	0
ZicoSeq	50	1000	1	0	0
ALDEx2_wi	50	1000	10	0.110916567	0.0085
Corncob	50	1000	10	0.104935656	0.00915
DACOMP	50	1000	10	0.093142831	0.0122
DESeq2	50	1000	10	0.048483308	0.02205
fastANCOM	50	1000	10	0.099506652	0.02135
LEfSe	50	1000	10	0.10767002	0.012
limma_voom	50	1000	10	0.099446328	0.25775
LinDA	50	1000	10	0.10551062	0.01395
MaAsLin2	50	1000	10	0.104114325	0.01361809
Wilcox	50	1000	10	0.104318457	0.0103
ZicoSeq	50	1000	10	0	0
ALDEx2_wi	50	1000	2	0.04125	0.00055
Corncob	50	1000	2	0.039166667	0.00055
DACOMP	50	1000	2	0	0
DESeq2	50	1000	2	0.01015231	0.00215
fastANCOM	50	1000	2	0.015	0.00025
LEfSe	50	1000	2	0.045833333	6.00E-04
limma_voom	50	1000	2	0.05920796	0.04065
LinDA	50	1000	2	0.029464286	5.00E-04
MaAsLin2	50	1000	2	0.033710218	0.000603015
Wilcox	50	1000	2	0.0275	0.00035
ZicoSeq	50	1000	2	0	0
ALDEx2_wi	50	1000	5	0.087787698	0.0038
Corncob	50	1000	5	0.083026335	0.00335
DACOMP	50	1000	5	0.048308955	0.0045
DESeq2	50	1000	5	0.043287152	0.0148
fastANCOM	50	1000	5	0.104418425	0.0067
LEfSe	50	1000	5	0.096021094	0.0049
limma_voom	50	1000	5	0.10587188	0.07885
LinDA	50	1000	5	0.098478304	0.00605
MaAsLin2	50	1000	5	0.101043262	0.006080402
Wilcox	50	1000	5	0.086914863	0.00405
ZicoSeq	50	1000	5	0	0
ALDEx2_wi	500	1000	1	0	0
Corncob	500	1000	1	0.005	5.00E-05
DACOMP	500	1000	1	0	0
DESeq2	500	1000	1	0.063666667	0.00145
fastANCOM	500	1000	1	0	0
LEfSe	500	1000	1	0.005376344	5.38E-05
limma_voom	500	1000	1	0.068742627	0.0352
LinDA	500	1000	1	0.005	5.00E-05
MaAsLin2	500	1000	1	0.005	5.00E-05
Wilcox	500	1000	1	0.005	5.00E-05
ZicoSeq	500	1000	1	0	0
ALDEx2_wi	500	1000	10	0.098584545	0.0652
Corncob	500	1000	10	0.098764027	0.1298
DACOMP	500	1000	10	0.097310831	0.06745
DESeq2	500	1000	10	0.100952747	0.1272
fastANCOM	500	1000	10	0.097832476	0.2683
LEfSe	500	1000	10	0.099673247	0.1646
limma_voom	500	1000	10	0.098782615	0.6809
LinDA	500	1000	10	0.10066065	0.173
MaAsLin2	500	1000	10	0.09970184	0.21185
Wilcox	500	1000	10	0.099451511	0.1585
ZicoSeq	500	1000	10	0.000510204	0.00025
ALDEx2_wi	500	1000	2	0.097904454	0.00865
Corncob	500	1000	2	0.103836851	0.01115
DACOMP	500	1000	2	0.10685253	0.01615
DESeq2	500	1000	2	0.102940843	0.02875
fastANCOM	500	1000	2	0.100463567	0.01715
LEfSe	500	1000	2	0.10201204	0.01535
limma_voom	500	1000	2	0.101842809	0.10035
LinDA	500	1000	2	0.104112877	0.0189
MaAsLin2	500	1000	2	0.103557065	0.01995
Wilcox	500	1000	2	0.103232435	0.01445
ZicoSeq	500	1000	2	0	0
ALDEx2_wi	500	1000	5	0.096469807	0.0363
Corncob	500	1000	5	0.098044533	0.06405
DACOMP	500	1000	5	0.097584574	0.03985
DESeq2	500	1000	5	0.100156469	0.08455
fastANCOM	500	1000	5	0.101003948	0.13285
LEfSe	500	1000	5	0.098224406	0.0872
limma_voom	500	1000	5	0.097426113	0.3982
LinDA	500	1000	5	0.099246893	0.0947
MaAsLin2	500	1000	5	0.099161005	0.11355
Wilcox	500	1000	5	0.098070186	0.0824
ZicoSeq	500	1000	5	0.000795455	0.00035
ALDEx2_wi	100	200	1	0	0
Corncob	100	200	1	0	0
DACOMP	100	200	1	0	0
DESeq2	100	200	1	0.053904762	0.00625
fastANCOM	100	200	1	0	0
LEfSe	100	200	1	0	0
limma_voom	100	200	1	0.009581585	0.00325
LinDA	100	200	1	0.001363636	0.00075
MaAsLin2	100	200	1	0	0
Wilcox	100	200	1	0	0
ZicoSeq	100	200	1	0	0
ALDEx2_wi	100	200	10	0.110936048	0.06475
Corncob	100	200	10	0.09858004	0.08
DACOMP	100	200	10	0.098884108	0.0665
DESeq2	100	200	10	0.097897576	0.1255
fastANCOM	100	200	10	0.097065592	0.0705
LEfSe	100	200	10	0.103769112	0.11225
limma_voom	100	200	10	0.094718657	0.13675
LinDA	100	200	10	0.097574559	0.10775
MaAsLin2	100	200	10	0.098966816	0.11475
Wilcox	100	200	10	0.102214069	0.101
ZicoSeq	100	200	10	0	0
ALDEx2_wi	100	200	2	0.0545	0.0065
Corncob	100	200	2	0.044678571	0.0055
DACOMP	100	200	2	0.0241155	0.00775
DESeq2	100	200	2	0.095849348	0.038
fastANCOM	100	200	2	0.045047619	0.0045
LEfSe	100	200	2	0.049880952	0.00875
limma_voom	100	200	2	0.074390089	0.017
LinDA	100	200	2	0.076123016	0.0115
MaAsLin2	100	200	2	0.06164881	0.0085
Wilcox	100	200	2	0.054583333	0.00775
ZicoSeq	100	200	2	0	0
ALDEx2_wi	100	200	5	0.092656914	0.03275
Corncob	100	200	5	0.093169022	0.0385
DACOMP	100	200	5	0.09816237	0.0475
DESeq2	100	200	5	0.097060182	0.09275
fastANCOM	100	200	5	0.09309915	0.04
LEfSe	100	200	5	0.092056978	0.05575
limma_voom	100	200	5	0.091402512	0.07975
LinDA	100	200	5	0.098389381	0.063
MaAsLin2	100	200	5	0.096541857	0.0605
Wilcox	100	200	5	0.094761118	0.0515
ZicoSeq	100	200	5	0	0
ALDEx2_wi	20	200	1	0	0
Corncob	20	200	1	0.0225	0.00125
DACOMP	20	200	1	0	0
DESeq2	20	200	1	0.018117063	0.00425
fastANCOM	20	200	1	0	0
LEfSe	20	200	1	0	0
limma_voom	20	200	1	0.019666092	0.00475
LinDA	20	200	1	0.011	0.00075
MaAsLin2	20	200	1	0.01	5.00E-04
Wilcox	20	200	1	0	0
ZicoSeq	20	200	1	0	0
ALDEx2_wi	20	200	10	0.070089286	0.00875
Corncob	20	200	10	0.093910714	0.01225
DACOMP	20	200	10	0.024184524	0.0055
DESeq2	20	200	10	0.074607194	0.04375
fastANCOM	20	200	10	0.072422619	0.0095
LEfSe	20	200	10	0.075922619	0.0085
limma_voom	20	200	10	0.103897299	0.04725
LinDA	20	200	10	0.107145022	0.01725
MaAsLin2	20	200	10	0.105607323	0.01575
Wilcox	20	200	10	0.072047619	0.0085
ZicoSeq	20	200	10	0	0
ALDEx2_wi	20	200	2	0.005	0.00025
Corncob	20	200	2	0.025	0.00125
DACOMP	20	200	2	0	0
DESeq2	20	200	2	0.042715113	0.00775
fastANCOM	20	200	2	0.005	0.00025
LEfSe	20	200	2	0	0
limma_voom	20	200	2	0.019513889	0.0025
LinDA	20	200	2	0.016666667	0.001
MaAsLin2	20	200	2	0.01	5.00E-04
Wilcox	20	200	2	0.01	5.00E-04
ZicoSeq	20	200	2	0	0
ALDEx2_wi	20	200	5	0.035833333	0.0025
Corncob	20	200	5	0.034125	0.00325
DACOMP	20	200	5	0.003333333	5.00E-04
DESeq2	20	200	5	0.06407957	0.02925
fastANCOM	20	200	5	0.031666667	0.00225
LEfSe	20	200	5	0.015833333	0.00175
limma_voom	20	200	5	0.061197428	0.017
LinDA	20	200	5	0.065027778	0.00675
MaAsLin2	20	200	5	0.0505	0.005
Wilcox	20	200	5	0.026130952	0.00225
ZicoSeq	20	200	5	0	0
ALDEx2_wi	200	200	1	0	0
Corncob	200	200	1	0	0
DACOMP	200	200	1	0	0
DESeq2	200	200	1	0.048558081	0.009
fastANCOM	200	200	1	0	0
LEfSe	200	200	1	0.005050505	0.000252525
limma_voom	200	200	1	0.015204545	0.00225
LinDA	200	200	1	0	0
