name	Sample	OTU	type	effect	mean_Accuracy	sd_Accuracy	mean_Precision	sd_Precision	mean_TPR	sd_TPR	mean_F1_score	sd_F1_score	mean_FPR	sd_FPR	mean_Specificity	sd_Specificity	mean_FDR	sd_FDR
Corncob	500	100	mix	2	0.981868132	0.003722889	0.101309821	0.118539097	0.0815	0.097236953	0.086477071	0.097287868	0.008127778	0.003708762	0.991872222	0.003708762	0.893690179	0.134288229
DACOMP	500	100	mix	2	0.97743956	0.012074054	0.093520983	0.096168179	0.129	0.170600477	0.091969988	0.086087641	0.013133333	0.013754632	0.986866667	0.013754632	0.906479017	0.096168179
DESeq2	500	100	mix	2	0.973796703	0.006255343	0.094184449	0.06869559	0.159	0.116993321	0.114907758	0.080917797	0.01715	0.006572551	0.98285	0.006572551	0.905815551	0.06869559
fastANCOM	500	100	mix	2	0.983225275	0.002269731	0.097611472	0.122414918	0.0645	0.075619718	0.076367692	0.090250377	0.006566667	0.001993195	0.993433333	0.001993195	0.897388528	0.13785642
LEfSe	500	100	mix	2	0.979604396	0.005111316	0.100675744	0.104430658	0.109	0.108061959	0.098584145	0.090813977	0.010722222	0.005545776	0.989277778	0.005545776	0.899324256	0.104430658
limma_voom	500	100	mix	2	0.980593407	0.003695798	0.100465211	0.099700131	0.097	0.094528717	0.09591507	0.090219295	0.009588889	0.00373	0.990411111	0.00373	0.899534789	0.099700131
LinDA	500	100	mix	2	0.980620879	0.003312638	0.098505922	0.103448751	0.0925	0.09129856	0.093212377	0.091826832	0.009511111	0.003190967	0.990488889	0.003190967	0.901494078	0.103448751
MaAsLin2	500	100	mix	2	0.980582418	0.00390135	0.101256024	0.104470783	0.097	0.101699133	0.095918936	0.095025154	0.0096	0.003890747	0.9904	0.003890747	0.898743976	0.104470783
Wilcox	500	100	mix	2	0.98082967	0.004368875	0.098524394	0.100833666	0.0915	0.096040977	0.090404102	0.087022219	0.009288889	0.0046545	0.990711111	0.0046545	0.901475606	0.100833666
ZicoSeq	500	100	mix	2	0.98893956	0.001010153	0.000789474	0.011164844	0.0015	0.021213203	0.001034483	0.014629795	8.89E-05	0.001257079	0.999911111	0.001257079	0.004210526	0.059545834
ALDEx2_wi	500	100	mix	5	0.969313187	0.006866558	0.093387041	0.056907252	0.211	0.134795583	0.126393793	0.074787311	0.022261111	0.007470086	0.977738889	0.007470086	0.906612959	0.056907252
Corncob	500	100	mix	5	0.965423077	0.01256851	0.090054984	0.057909791	0.242	0.169646395	0.12477729	0.074973744	0.026538889	0.013966529	0.973461111	0.013966529	0.909945016	0.057909791
DACOMP	500	100	mix	5	0.980010989	0.002371485	0.089026696	0.088368986	0.0895	0.088764552	0.088828563	0.087859012	0.010094444	0.001876441	0.989905556	0.001876441	0.910973304	0.088368986
DESeq2	500	100	mix	5	0.95728022	0.010990633	0.094329323	0.041064657	0.3395	0.175624514	0.144736321	0.06225528	0.035855556	0.012114243	0.964144444	0.012114243	0.905670677	0.041064657
fastANCOM	500	100	mix	5	0.979296703	0.003013877	0.088466343	0.0830222	0.0945	0.088651256	0.090547777	0.084206822	0.010872222	0.002732751	0.989127778	0.002732751	0.911533657	0.0830222
LEfSe	500	100	mix	5	0.959813187	0.013967412	0.091581112	0.04939535	0.314	0.203249976	0.136566423	0.071859144	0.033011111	0.015731868	0.966988889	0.015731868	0.908418888	0.04939535
limma_voom	500	100	mix	5	0.972467033	0.0085072	0.09287356	0.068884525	0.171	0.137672687	0.115315825	0.081864644	0.018627778	0.009306212	0.981372222	0.009306212	0.90712644	0.068884525
LinDA	500	100	mix	5	0.975065934	0.006327003	0.091911505	0.072176039	0.1415	0.113985585	0.107838015	0.082066877	0.015672222	0.006686549	0.984327778	0.006686549	0.908088495	0.072176039
MaAsLin2	500	100	mix	5	0.962593407	0.015109537	0.089023665	0.05443407	0.2705	0.198941293	0.12692705	0.0740358	0.029716667	0.016890916	0.970283333	0.016890916	0.910976335	0.05443407
Wilcox	500	100	mix	5	0.962027473	0.014296414	0.092040051	0.053120667	0.2895	0.203091063	0.132561788	0.073878069	0.0305	0.016101433	0.9695	0.016101433	0.907959949	0.053120667
ZicoSeq	500	100	mix	5	0.988846154	0.001647891	0.00125	0.012717949	0.0025	0.025435898	0.001666667	0.016957266	0.000194444	0.001940352	0.999805556	0.001940352	0.00875	0.087315851
ALDEx2_wi	500	1000	mix	1	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
Corncob	500	1000	mix	1	0.89999	0.00017335	0.005	0.070710678	5.00E-05	0.000707107	9.90E-05	0.001400211	1.67E-05	0.000175329	0.999983333	0.000175329	0.01	0.099748427
DACOMP	500	1000	mix	1	0.89997	0.000424264	0	0	0	0	0	0	3.33E-05	0.000471405	0.999966667	0.000471405	0.005	0.070710678
DESeq2	500	1000	mix	1	0.89893	0.00187421	0.063666667	0.198588168	0.00145	0.003933812	0.002787157	0.007512107	0.00135	0.002188118	0.99865	0.002188118	0.456333333	0.478397738
fastANCOM	500	1000	mix	1	0.89999	9.97E-05	0	0	0	0	0	0	1.11E-05	0.000110832	0.999988889	0.000110832	0.01	0.099748427
LEfSe	500	1000	mix	1	0.899860215	0.000976385	0.005376344	0.073323558	5.38E-05	0.000733236	0.000106462	0.001451952	0.00016129	0.001080913	0.99983871	0.001080913	0.043010753	0.203428904
limma_voom	500	1000	mix	1	0.87158	0.066964054	0.068742627	0.111314347	0.0352	0.085572033	0.028924113	0.045012176	0.035488889	0.083699189	0.964511111	0.083699189	0.606257373	0.433544723
LinDA	500	1000	mix	1	0.89997	0.000198233	0.005	0.070710678	5.00E-05	0.000707107	9.90E-05	0.001400211	3.89E-05	0.000204712	0.999961111	0.000204712	0.035	0.184240939
MaAsLin2	500	1000	mix	1	0.899975	0.00023377	0.005	0.070710678	5.00E-05	0.000707107	9.90E-05	0.001400211	3.33E-05	0.000246824	0.999966667	0.000246824	0.02	0.140351318
Wilcox	500	1000	mix	1	0.89992	0.00062895	0.005	0.070710678	5.00E-05	0.000707107	9.90E-05	0.001400211	9.44E-05	0.000693643	0.999905556	0.000693643	0.035	0.184240939
ZicoSeq	500	1000	mix	1	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	500	1000	mix	10	0.846955	0.017305792	0.098584545	0.040021266	0.0652	0.0319069	0.076505437	0.032676519	0.066183333	0.020939405	0.933816667	0.020939405	0.901415455	0.040021266
Corncob	500	1000	mix	10	0.79417	0.035795358	0.098764027	0.026478269	0.1298	0.053094776	0.109429803	0.032381514	0.132011111	0.043709642	0.867988889	0.043709642	0.901235973	0.026478269
DACOMP	500	1000	mix	10	0.8445	0.021058903	0.097310831	0.038478416	0.06745	0.033535363	0.07720572	0.032874434	0.069161111	0.025664806	0.930838889	0.025664806	0.902689169	0.038478416
DESeq2	500	1000	mix	10	0.799235	0.024358499	0.100952747	0.026459975	0.1272	0.044666942	0.110942285	0.030712048	0.126094444	0.029616105	0.873905556	0.029616105	0.899047253	0.026459975
fastANCOM	500	1000	mix	10	0.680175	0.1044717	0.097832476	0.020308247	0.2683	0.132952971	0.135900057	0.034677177	0.274061111	0.129822788	0.725938889	0.129822788	0.902167524	0.020308247
LEfSe	500	1000	mix	10	0.767185	0.039181202	0.099673247	0.022272558	0.1646	0.056664755	0.121972399	0.029250836	0.165861111	0.04782313	0.834138889	0.04782313	0.900326753	0.022272558
limma_voom	500	1000	mix	10	0.349095	0.154955678	0.098782615	0.008653194	0.6809	0.199945193	0.169453715	0.020886271	0.687772222	0.193602677	0.312227778	0.193602677	0.901217385	0.008653194
LinDA	500	1000	mix	10	0.76181	0.047344285	0.10066065	0.023088934	0.173	0.067085785	0.123939985	0.030823222	0.172766667	0.05825587	0.827233333	0.05825587	0.89933935	0.023088934
MaAsLin2	500	1000	mix	10	0.729145	0.062970632	0.09970184	0.020779803	0.21185	0.084918391	0.131952854	0.030150393	0.213377778	0.077797863	0.786622222	0.077797863	0.90029816	0.020779803
Wilcox	500	1000	mix	10	0.771495	0.040251471	0.099451511	0.02347793	0.1585	0.05725505	0.119735421	0.030261947	0.160394444	0.049070003	0.839605556	0.049070003	0.900548489	0.02347793
ZicoSeq	500	1000	mix	10	0.89957	0.004307887	0.000510204	0.007215375	0.00025	0.003535534	0.00033557	0.004745683	0.000505556	0.005045604	0.999494444	0.005045604	0.009489796	0.09479731
ALDEx2_wi	500	1000	mix	2	0.892695	0.00370413	0.097904454	0.100371243	0.00865	0.008721112	0.015712017	0.015710522	0.009077778	0.004089862	0.990922222	0.004089862	0.902095546	0.100371243
Corncob	500	1000	mix	2	0.891385	0.004309249	0.103836851	0.091834186	0.01115	0.010281344	0.019826084	0.017905251	0.010811111	0.004918481	0.989188889	0.004918481	0.896163149	0.091834186
DACOMP	500	1000	mix	2	0.88812	0.004786455	0.10685253	0.07653197	0.01615	0.012786515	0.027694817	0.021385965	0.014994444	0.005411301	0.985005556	0.005411301	0.89314747	0.07653197
DESeq2	500	1000	mix	2	0.8781	0.006811902	0.102940843	0.055483679	0.02875	0.017734431	0.044312741	0.025774599	0.027527778	0.008058227	0.972472222	0.008058227	0.897059157	0.055483679
fastANCOM	500	1000	mix	2	0.886755	0.012236981	0.100463567	0.074771979	0.01715	0.018331879	0.02786546	0.023640209	0.016622222	0.015014867	0.983377778	0.015014867	0.899536433	0.074771979
LEfSe	500	1000	mix	2	0.888	0.006054194	0.10201204	0.076750785	0.01535	0.013104815	0.025995992	0.02079059	0.015038889	0.007285513	0.984961111	0.007285513	0.89798796	0.076750785
limma_voom	500	1000	mix	2	0.82125	0.091800896	0.101842809	0.04583741	0.10035	0.119262295	0.080389866	0.047292051	0.09865	0.114798171	0.90135	0.114798171	0.898157191	0.04583741
LinDA	500	1000	mix	2	0.885825	0.005887076	0.104112877	0.068183466	0.0189	0.014099075	0.031420616	0.02212621	0.01785	0.007022937	0.98215	0.007022937	0.895887123	0.068183466
MaAsLin2	500	1000	mix	2	0.88504	0.005920614	0.103557065	0.068460568	0.01995	0.015154066	0.032855582	0.02346488	0.018838889	0.007084695	0.981161111	0.007084695	0.896442935	0.068460568
Wilcox	500	1000	mix	2	0.88891	0.00562406	0.103232435	0.079603762	0.01445	0.012388092	0.024745025	0.019937991	0.013927778	0.006777304	0.986072222	0.006777304	0.896767565	0.079603762
ZicoSeq	500	1000	mix	2	0.9	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	500	1000	mix	5	0.86973	0.014600788	0.096469807	0.051015446	0.0363	0.024583158	0.050492629	0.030018543	0.037666667	0.017807764	0.962333333	0.017807764	0.903530193	0.051015446
Corncob	500	1000	mix	5	0.847415	0.021717065	0.098044533	0.038108801	0.06405	0.034497069	0.074679419	0.032203785	0.065544444	0.026591881	0.934455556	0.026591881	0.901955467	0.038108801
DACOMP	500	1000	mix	5	0.86747	0.013655455	0.097584574	0.04751605	0.03985	0.023606436	0.054938592	0.028829572	0.040572222	0.016593354	0.959427778	0.016593354	0.902415426	0.04751605
DESeq2	500	1000	mix	5	0.83268	0.019044977	0.100156469	0.030459805	0.08455	0.035013242	0.08992476	0.030317911	0.084194444	0.023351655	0.915805556	0.023351655	0.899843531	0.030459805
fastANCOM	500	1000	mix	5	0.79537	0.077206459	0.101003948	0.028741533	0.13285	0.10162191	0.102953986	0.040395199	0.131016667	0.096360392	0.868983333	0.096360392	0.898996052	0.028741533
LEfSe	500	1000	mix	5	0.828735	0.026508457	0.098224406	0.033602154	0.0872	0.041927911	0.089534771	0.033386217	0.088872222	0.03253072	0.911127778	0.03253072	0.901775594	0.033602154
limma_voom	500	1000	mix	5	0.572485	0.192999518	0.097426113	0.01625874	0.3982	0.24418413	0.145193521	0.033076323	0.40815	0.241055393	0.59185	0.241055393	0.902573887	0.01625874
LinDA	500	1000	mix	5	0.82338	0.030576794	0.099246893	0.030749574	0.0947	0.045917886	0.093616761	0.032416015	0.095655556	0.037674044	0.904344444	0.037674044	0.900753107	0.030749574
MaAsLin2	500	1000	mix	5	0.808105	0.034770952	0.099161005	0.027755077	0.11355	0.052129501	0.102632272	0.032002069	0.114722222	0.042944937	0.885277778	0.042944937	0.900838995	0.027755077
Wilcox	500	1000	mix	5	0.83258	0.026636273	0.098070186	0.033879848	0.0824	0.04089747	0.086551689	0.033132069	0.084066667	0.032697156	0.915933333	0.032697156	0.901929814	0.033879848
ZicoSeq	500	1000	mix	5	0.89985	0.00212132	0.000795455	0.011249426	0.00035	0.004949747	0.000486111	0.006874649	0.000205556	0.002906995	0.999794444	0.002906995	0.004204545	0.059461252
ALDEx2_wi	500	200	mix	1	0.97826087	0	0	0	0	0	0	0	0	0	1	0	0	0
Corncob	500	200	mix	1	0.978163043	0.000618246	0	0	0	0	0	0	1.00E-04	0.000631985	0.9999	0.000631985	0.045	0.207824336
DACOMP	500	200	mix	1	0.978195652	0.000728053	0	0	0	0	0	0	6.67E-05	0.000744231	0.999933333	0.000744231	0.01	0.099748427
DESeq2	500	200	mix	1	0.975695652	0.003404352	0	0	0	0	0	0	0.002622222	0.003480004	0.997377778	0.003480004	0.625	0.485337783
fastANCOM	500	200	mix	1	0.97825	0.000108422	0	0	0	0	0	0	1.11E-05	0.000110832	0.999988889	0.000110832	0.01	0.099748427
LEfSe	500	200	mix	1	0.978206249	0.000323123	0	0	0	0	0	0	5.58E-05	0.000330303	0.999944165	0.000330303	0.035175879	0.184688775
limma_voom	500	200	mix	1	0.977722826	0.002270096	0	0	0	0	0	0	0.00055	0.002320543	0.99945	0.002320543	0.125	0.331548825
LinDA	500	200	mix	1	0.978206522	0.000261297	0	0	0	0	0	0	5.56E-05	0.000267104	0.999944444	0.000267104	0.045	0.207824336
MaAsLin2	500	200	mix	1	0.978206522	0.000432455	0	0	0	0	0	0	5.56E-05	0.000442065	0.999944444	0.000442065	0.025	0.156516732
Wilcox	500	200	mix	1	0.978195652	0.000444506	0	0	0	0	0	0	6.67E-05	0.000454384	0.999933333	0.000454384	0.035	0.184240939
ZicoSeq	500	200	mix	1	0.97826087	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	500	200	mix	10	0.929483696	0.012769749	0	0	0	0	0	0	0.049861111	0.013053521	0.950138889	0.013053521	1	0
Corncob	500	200	mix	10	0.909086957	0.030540143	0	0	0	0	0	0	0.070711111	0.031218813	0.929288889	0.031218813	1	0
DACOMP	500	200	mix	10	0.958326087	0.002798261	0	0	0	0	0	0	0.020377778	0.002860445	0.979622222	0.002860445	1	0
DESeq2	500	200	mix	10	0.894728261	0.025104097	0	0	0	0	0	0	0.085388889	0.025661966	0.914611111	0.025661966	1	0
fastANCOM	500	200	mix	10	0.93323913	0.022185006	0	0	0	0	0	0	0.046022222	0.022678006	0.953977778	0.022678006	1	0
LEfSe	500	200	mix	10	0.897315217	0.030610217	0	0	0	0	0	0	0.082744444	0.031290444	0.917255556	0.031290444	1	0
limma_voom	500	200	mix	10	0.912880435	0.035139019	0	0	0	0	0	0	0.066833333	0.035919886	0.933166667	0.035919886	1	0
LinDA	500	200	mix	10	0.92151087	0.023344582	0	0	0	0	0	0	0.058011111	0.023863351	0.941988889	0.023863351	1	0
MaAsLin2	500	200	mix	10	0.889771739	0.040608712	0	0	0	0	0	0	0.090455556	0.041511128	0.909544444	0.041511128	1	0
Wilcox	500	200	mix	10	0.900418478	0.031492754	0	0	0	0	0	0	0.079572222	0.032192593	0.920427778	0.032192593	1	0
ZicoSeq	500	200	mix	10	0.977559783	0.004939645	0	0	0	0	0	0	0.000716667	0.005049415	0.999283333	0.005049415	0.02	0.140351318
ALDEx2_wi	500	200	mix	2	0.970445652	0.003613071	0	0	0	0	0	0	0.007988889	0.003693362	0.992011111	0.003693362	1	0
Corncob	500	200	mix	2	0.968690217	0.004627884	0	0	0	0	0	0	0.009783333	0.004730726	0.990216667	0.004730726	1	0
DACOMP	500	200	mix	2	0.964733696	0.013020562	0	0	0	0	0	0	0.013827778	0.013309908	0.986172222	0.013309908	0.99	0.099748427
DESeq2	500	200	mix	2	0.953375	0.007655291	0	0	0	0	0	0	0.025438889	0.007825409	0.974561111	0.007825409	1	0
fastANCOM	500	200	mix	2	0.968815217	0.003671751	0	0	0	0	0	0	0.009655556	0.003753345	0.990344444	0.003753345	1	0
LEfSe	500	200	mix	2	0.96573913	0.006215939	0	0	0	0	0	0	0.0128	0.006354071	0.9872	0.006354071	1	0
limma_voom	500	200	mix	2	0.962934783	0.006388375	0	0	0	0	0	0	0.015666667	0.006530339	0.984333333	0.006530339	1	0
LinDA	500	200	mix	2	0.963728261	0.004565386	0	0	0	0	0	0	0.014855556	0.004666839	0.985144444	0.004666839	1	0
MaAsLin2	500	200	mix	2	0.96436413	0.005479798	0	0	0	0	0	0	0.014205556	0.005601571	0.985794444	0.005601571	1	0
Wilcox	500	200	mix	2	0.966695652	0.005416772	0	0	0	0	0	0	0.011822222	0.005537144	0.988177778	0.005537144	1	0
ZicoSeq	500	200	mix	2	0.97826087	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	500	200	mix	5	0.950277174	0.012085181	0	0	0	0	0	0	0.028605556	0.01235374	0.971394444	0.01235374	1	0
Corncob	500	200	mix	5	0.938913043	0.01980559	0	0	0	0	0	0	0.040222222	0.020245714	0.959777778	0.020245714	1	0
DACOMP	500	200	mix	5	0.959798913	0.002943111	0	0	0	0	0	0	0.018872222	0.003008513	0.981127778	0.003008513	1	0
DESeq2	500	200	mix	5	0.920304348	0.019147075	0	0	0	0	0	0	0.059244444	0.019572565	0.940755556	0.019572565	1	0
fastANCOM	500	200	mix	5	0.951059783	0.011149145	0	0	0	0	0	0	0.027805556	0.011396904	0.972194444	0.011396904	1	0
LEfSe	500	200	mix	5	0.929494565	0.023426607	0	0	0	0	0	0	0.04985	0.023947198	0.95015	0.023947198	1	0
limma_voom	500	200	mix	5	0.938929348	0.018455942	0	0	0	0	0	0	0.040205556	0.018866074	0.959794444	0.018866074	1	0
LinDA	500	200	mix	5	0.941907609	0.01556178	0	0	0	0	0	0	0.037161111	0.015907597	0.962838889	0.015907597	1	0
MaAsLin2	500	200	mix	5	0.92826087	0.027426075	0	0	0	0	0	0	0.051111111	0.028035543	0.948888889	0.028035543	1	0
Wilcox	500	200	mix	5	0.933315217	0.023788519	0	0	0	0	0	0	0.045944444	0.024317152	0.954055556	0.024317152	1	0
ZicoSeq	500	200	mix	5	0.978043478	0.003074377	0	0	0	0	0	0	0.000222222	0.003142697	0.999777778	0.003142697	0.005	0.070710678
ALDEx2_wi	500	2000	mix	1	0.818181818	0	0	0	0	0	0	0	0	0	1	0	0	0
Corncob	500	2000	mix	1	0.818172727	9.07E-05	0	0	0	0	0	0	1.11E-05	0.000110832	0.999988889	0.000110832	0.01	0.099748427
DACOMP	500	2000	mix	1	0.818181818	0	0	0	0	0	0	0	0	0	1	0	0	0
DESeq2	500	2000	mix	1	0.81715	0.001787492	0.061566558	0.197809143	0.000825	0.002284836	0.0016079	0.004436332	0.001444444	0.00236031	0.998555556	0.00236031	0.423433442	0.475842822
fastANCOM	500	2000	mix	1	0.818177273	6.43E-05	0	0	0	0	0	0	5.56E-06	7.86E-05	0.999994444	7.86E-05	0.005	0.070710678
LEfSe	500	2000	mix	1	0.818119835	0.000395857	0	0	0	0	0	0	7.58E-05	0.000483825	0.999924242	0.000483825	0.039772727	0.195982374
limma_voom	500	2000	mix	1	0.736218182	0.189855419	0.068999872	0.115220526	0.057725	0.132920233	0.033790547	0.05393164	0.113005556	0.261301101	0.886994444	0.261301101	0.546000128	0.444796255
LinDA	500	2000	mix	1	0.818159091	0.000212518	0	0	0	0	0	0	2.78E-05	0.000259744	0.999972222	0.000259744	0.015	0.121857483
MaAsLin2	500	2000	mix	1	0.818172635	9.11E-05	0	0	0	0	0	0	1.12E-05	0.000111387	0.999988777	0.000111387	0.01010101	0.100248371
Wilcox	500	2000	mix	1	0.818154545	0.000180212	0	0	0	0	0	0	3.33E-05	0.000220259	0.999966667	0.000220259	0.025	0.156516732
ZicoSeq	500	2000	mix	1	0.818181818	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	500	2000	mix	10	0.751759091	0.019483781	0.095089889	0.027956709	0.0431	0.017375255	0.058240855	0.020502945	0.090761111	0.02624612	0.909238889	0.02624612	0.904910111	0.027956709
Corncob	500	2000	mix	10	0.685490909	0.039986588	0.097706969	0.019878223	0.08845	0.0311722	0.090949157	0.022586789	0.181833333	0.054036376	0.818166667	0.054036376	0.902293031	0.019878223
DACOMP	500	2000	mix	10	0.726222727	0.02359259	0.099304379	0.025924466	0.062875	0.022614519	0.075853987	0.023638605	0.126366667	0.031559485	0.873633333	0.031559485	0.900695621	0.025924466
DESeq2	500	2000	mix	10	0.6999	0.02947705	0.098469204	0.022965638	0.07925	0.025231342	0.086510312	0.022043331	0.162177778	0.039331191	0.837822222	0.039331191	0.901530796	0.022965638
fastANCOM	500	2000	mix	10	0.410554545	0.177894665	0.09748037	0.01172891	0.273225	0.124831442	0.136979371	0.027954078	0.558927778	0.24428959	0.441072222	0.24428959	0.90251963	0.01172891
LEfSe	500	2000	mix	10	0.635972727	0.046915181	0.099015966	0.017452929	0.123675	0.037808953	0.108363102	0.022141822	0.250183333	0.063655014	0.749816667	0.063655014	0.900984034	0.017452929
limma_voom	500	2000	mix	10	-0.3262	0.257853911	0.099845099	0.004418758	0.78345	0.175967812	0.174708816	0.013298583	1.572788889	0.353709789	-0.572788889	0.353709789	0.900154901	0.004418758
LinDA	500	2000	mix	10	0.6371	0.058318449	0.099091101	0.018563392	0.122675	0.043542498	0.107042014	0.024260228	0.248583333	0.079048402	0.751416667	0.079048402	0.900908899	0.018563392
MaAsLin2	500	2000	mix	10	0.587659091	0.076935925	0.099198336	0.015763401	0.15625	0.055212586	0.118471266	0.022478352	0.316472222	0.10476568	0.683527778	0.10476568	0.900801664	0.015763401
Wilcox	500	2000	mix	10	0.644231818	0.047943254	0.098966822	0.018012916	0.118075	0.038465143	0.105835862	0.02287407	0.238844444	0.065181278	0.761155556	0.065181278	0.901033178	0.018012916
ZicoSeq	500	2000	mix	10	0.817640909	0.005577343	0.000897566	0.009474927	3.00E-04	0.003034144	0.000446756	0.004558809	0.000727778	0.007436976	0.999272222	0.007436976	0.009102434	0.090848291
ALDEx2_wi	500	2000	mix	2	0.809218182	0.00351681	0.104671449	0.09067678	0.006725	0.005943568	0.012548715	0.010988256	0.01245	0.00443228	0.98755	0.00443228	0.895328551	0.09067678
Corncob	500	2000	mix	2	0.806563636	0.004927448	0.102486682	0.081219973	0.008425	0.007063557	0.015407649	0.012686137	0.016072222	0.006374461	0.983927778	0.006374461	0.897513318	0.081219973
DACOMP	500	2000	mix	2	0.800536364	0.006111082	0.100099138	0.061403402	0.012175	0.007871096	0.021519613	0.013652286	0.024272222	0.007769476	0.975727778	0.007769476	0.899900862	0.061403402
DESeq2	500	2000	mix	2	0.791740909	0.006910688	0.09605944	0.053214332	0.0175	0.01057398	0.029396393	0.017312321	0.036205556	0.008673606	0.963794444	0.008673606	0.90394056	0.053214332
fastANCOM	500	2000	mix	2	0.79825	0.01467081	0.098989067	0.06036398	0.01435	0.016190682	0.023814815	0.01981418	0.02755	0.020849059	0.97245	0.020849059	0.901010933	0.06036398
LEfSe	500	2000	mix	2	0.802568182	0.006497922	0.099639393	0.06573975	0.01065	0.007557319	0.01901127	0.013147123	0.02145	0.0083907	0.97855	0.0083907	0.900360607	0.06573975
